,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu
B cells_tumorfront_aggregatedNeighbors.CD8.T.cells,842.0,-0.04295345949650455,0.19280601273475462,0.008629886702488196
B cells_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,801.0,-0.03423083187115581,0.06036280519888869,0.029078425770700175
B cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,739.5,-0.024240431570826962,0.1279382431688388,0.12600134124205525
B cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,724.0,-0.0025963105585198633,0.8753670182201218,0.121638992553823
B cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,680.5,0.0018227429626450483,0.8151255272339624,0.39386406115511774
B cells_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,695.0,-0.02057426868677198,0.23002570793427687,0.36522158135558225
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating,699.5,-0.10714285810911622,0.20735248523355082,0.4194194076477221
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.proliferating,849.5,-0.056618657554058364,0.10861706466025399,0.0075919639897416525
CD8 T cells_intratumor_aggregatedNeighbors.CD8.T.cells,930.5,-0.08518416267252887,0.00016016381387002354,0.00029455451053882024
CD8 T cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,624.5,0.0023376640415559043,0.14351382835258825,0.9387529646288472
CD8 T cells_stromal_aggregatedNeighbors.Vessel,512.0,0.041910418324821674,0.33220553773283623,0.17649444309448947
CD8 T cells_stromal_aggregatedNeighbors.Fibroblasts,487.0,0.06493751525119584,0.0517364093493878,0.10120141751401016
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.naive,922.0,-0.047701638643424894,0.0003175560929242922,0.0007466616452172226
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.memory,967.5,-0.06518649561233594,4.0738770257826666e-05,0.00010314611771203011
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,979.0,-0.022247072680038234,0.002019246899194748,4.5439572558950314e-05
CD8 T cells_stromal_aggregatedNeighbors.B.cells,756.0,-0.008292669734199877,0.6199810613115422,0.14501067490930608
CD8 T cells_stromal_aggregatedNeighbors.CD8.T.cells,825.0,-0.0619184242860171,0.039539654188342495,0.02484396313762519
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,710.0,-0.006629618490390357,0.4312874025711253,0.35987043719042944
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,712.5,0.0016200483853792344,0.8844391465487842,0.34473964312040806
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,551.0,0.01087358154560749,0.5278877583478322,0.361980384894627
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.DCs,564.0,0.004209562780037117,0.10313784484223942,0.4383959520212086
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,633.0,0.00028058239736237015,0.9470305741836483,0.9769032939764779
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,580.5,0.016041787097374166,0.6631494952844061,0.5727843744102684
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.proliferating,849.0,-0.035124901119003835,0.010861414250960072,0.011287259252153724
CD8 T cells_tumorfront_aggregatedNeighbors.Vessel,422.0,0.07145078757101152,0.02319920763138764,0.016896072255850245
CD8 T cells_tumorfront_aggregatedNeighbors.Fibroblasts,358.0,0.07019937166768268,0.0008046922043477557,0.0017576030688989653
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,929.5,-0.029437912635753037,0.0005690658308497998,0.0003676525813746312
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,975.0,-0.03995133787731277,0.006668034648543104,5.550371860144991e-05
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,908.0,-0.012247094313728023,0.0005931679798030123,0.0006209575441947617
CD8 T cells_tumorfront_aggregatedNeighbors.B.cells,784.0,-0.0005817465158913689,0.9345135084510698,0.05673810558990586
CD8 T cells_tumorfront_aggregatedNeighbors.CD8.T.cells,843.5,-0.06879058761269792,0.012006307706097431,0.013924953800987214
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,853.0,-0.031817567952115024,0.04388599971604675,0.010134641521201682
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,774.5,-0.013824216458238725,0.15393044445459356,0.09576864382991236
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,723.0,-0.0050349674113657795,0.4491541525196855,0.2665317319209056
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,635.5,0.0015370236728711514,0.7428920790821746,0.9521097957034597
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,754.0,-0.012688575040588745,0.06558376743282253,0.15209340862254472
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,378.0,0.01587036025777485,0.05356501120967404,0.0005969999023507532
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Vessel,541.5,0.019755645011002992,0.6316525383840417,0.3114433972598505
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts,501.0,0.05334834810552316,0.13528833384352248,0.13939399319525686
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,919.0,-0.050773354411053996,0.00027670209141839145,0.000821609197200999
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,962.0,-0.05550558335370472,6.98339697965825e-05,0.00013356410511223857
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,942.0,-0.019236467578931535,0.0010680717080578481,0.00026738608707177974
Myeloid M1 macrophages_stromal_aggregatedNeighbors.B.cells,766.5,-0.003480899520617177,0.8351999246155543,0.10972865716064331
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD8.T.cells,747.0,-0.02410319874598678,0.2300030092015046,0.1794807814090278
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,768.0,-0.019769975939820175,0.1937321228611165,0.11171754880671524
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,810.0,-0.019751739659263003,0.09960771139708885,0.03849745019959008
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,664.0,-0.007371587023413402,0.6733962497230028,0.6962583733238341
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,671.5,0.00032347872079983506,0.9242066009303487,0.6108127737232438
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Monocytes,691.5,-0.0047541530269246055,0.5352615660148692,0.4818784623005119
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,240.5,0.15875154103882413,5.384246116556556e-06,7.676971976661606e-06
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,734.5,-0.01319725608284339,0.3334588539755494,0.23131161841182646
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Vessel,639.0,0.006897031803103998,0.7461791683078648,0.922110416791432
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,541.5,0.028693246538400108,0.16639911107695246,0.3114028198618365
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,984.5,-0.02309193874610679,0.0001378773161454751,3.436520288157645e-05
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,1067.0,-0.03902145805420949,5.392278131511071e-06,4.301677693854053e-07
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,975.0,-0.016225955452097304,8.621755907116979e-05,4.842852544037455e-05
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.B.cells,824.0,-0.0011429883164798278,0.8180469502130303,0.01630832481249137
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells,856.5,-0.04523150839449263,0.04207832121771598,0.0090118863029058
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,842.5,-0.03503597894931797,0.021675763076587973,0.014711770307545266
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,900.0,-0.0419727358172413,0.0024114678083166446,0.0019175124678658256
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,754.5,-0.01726425651253999,0.061357972294621296,0.1476643185969387
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,794.5,-0.007662813384806417,0.1738033489136172,0.05720728240909827
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,783.5,-0.017390124550441966,0.03561811517349184,0.07773853878338254
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,460.5,0.02811540365993874,0.0710287365630298,0.0227356446278624
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Vessel,438.0,0.07650569657568101,0.02780844179178668,0.02762767327949849
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts,511.5,0.04279821129190256,0.20415314907693496,0.17472940281281468
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,944.0,-0.04394576772092576,0.0003000867750289314,0.00027771627415835434
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,995.5,-0.05624119830705872,6.47334072682146e-06,2.5755943682579945e-05
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,863.5,-0.012549516349746043,0.0069208193716323975,0.0068147833647107985
Myeloid M2 macrophages_stromal_aggregatedNeighbors.B.cells,788.5,-0.005001884111711992,0.7285114015185741,0.06384521757246077
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD8.T.cells,784.5,-0.035337918128663104,0.09291044277914834,0.07582685328085328
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,737.0,-0.006147598415913454,0.6746530974841336,0.21976918435080817
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,760.5,-0.014994863427936975,0.284311520570799,0.13392800904753344
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,675.0,0.004102594213262138,0.813769423860516,0.6040835571104823
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,619.5,0.0031845428956818744,0.6093782555085109,0.9051646873082884
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Monocytes,583.5,0.006856928108779411,0.3390143469551238,0.5962526984060057
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,394.5,0.09807033530881251,0.003205384735589157,0.006872955191823832
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,727.5,-0.009152527923310318,0.5189119307645991,0.262278043039763
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Vessel,465.5,0.0474423534901586,0.04432095208067358,0.05916857381455133
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,446.0,0.05791526280186411,0.02120434155219254,0.03480739050958687
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,960.5,-0.03032042197025273,0.00010749783484779105,7.909609974592188e-05
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,991.5,-0.04397588067175112,1.6589006078814294e-05,2.9047787079680434e-05
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,915.5,-0.01685834515921838,0.0011159300033105307,0.000583916837927647
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.B.cells,747.5,-0.0007716832930035273,0.8672550075438739,0.1055162445859378
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells,799.5,-0.03982832683407796,0.025242763846943805,0.05082073151443333
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,912.5,-0.04080253191045047,0.003285260131111208,0.001166680336496881
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,852.5,-0.04645032692502075,0.01472920974649915,0.010483753775363935
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,826.0,-0.012263450104770037,0.12328261162612358,0.01716912145431555
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,661.0,-0.007620032763223674,0.2152416138217788,0.7152558550568753
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,784.0,-0.015119043923117342,0.029628785306561427,0.0754289741387258
Myeloid Granulocytes_stromal_aggregatedNeighbors.Tumor.non.proliferating,556.0,0.019671274680859028,0.12993945761734677,0.2362515498054828
Myeloid Granulocytes_stromal_aggregatedNeighbors.Vessel,440.5,0.057305970478176455,0.0543042684075816,0.029642314249400448
Myeloid Granulocytes_stromal_aggregatedNeighbors.Fibroblasts,589.5,-0.00177690304132469,0.9552515338484697,0.6452687242378301
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive,852.0,-0.026007012352464096,0.016040197442375385,0.00878002531916711
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory,900.5,-0.04711950604926378,0.0003245374762394556,0.0017868465813784405
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,907.0,-0.022704311556952,0.13403564192234202,0.0011463949432444088
Myeloid Granulocytes_stromal_aggregatedNeighbors.B.cells,570.0,0.00340111752112357,0.7868018849734293,0.47480781213288215
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD8.T.cells,668.0,-0.0008753063662754329,0.9607131247904429,0.6626993126211581
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,705.5,-0.002175515646217964,0.8747192083503813,0.3829935943432289
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,662.0,-0.003020012144032934,0.8221428462178305,0.7140485345313037
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,612.5,0.0006068209419734932,0.9806666254149659,0.8432517730025307
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs,633.0,-0.002569607984983755,0.36761889929776326,0.9737247228839963
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Monocytes,661.0,-0.008065046809265852,0.2811842226603279,0.7190482636164581
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,556.0,0.05087462307578336,0.17547485785436448,0.39703447530190683
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,777.5,-0.012055714621352201,0.39460129936035504,0.08200375232703402
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Vessel,453.5,0.0895022214372181,0.018344776315347346,0.04193903857531994
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,512.5,0.03877146078194342,0.33212210011969756,0.17481584487781565
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,839.0,-0.020573278418734433,0.005875203795076478,0.00494840106803571
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,909.0,-0.028414167649076873,0.0031674805112259924,0.0006398166406234988
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,779.0,-0.011239692464393224,0.032735268517966334,0.04266237966179197
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.B.cells,653.5,-0.002172293621725726,0.7297972498554861,0.710907762926115
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,806.5,-0.04351621630718692,0.018431242265761816,0.03599273817833254
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,816.0,-0.028760006481559505,0.07748025392481134,0.029563036460261902
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,780.5,-0.026216936695286786,0.07911813894416117,0.0626175713932411
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,699.0,-0.050850966072565854,0.1900151767572972,0.4144222188858887
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.DCs,628.0,0.005069476034817323,0.425408923749904,0.9838696147140346
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,726.5,0.0008476297240482822,0.9583581203359216,0.24669527800534818
Myeloid DCs_stromal_aggregatedNeighbors.Tumor.non.proliferating,537.5,0.017665267426130785,0.2560701704544873,0.06717888639789003
Myeloid DCs_stromal_aggregatedNeighbors.Vessel,555.0,0.042807000554931335,0.18604386466571513,0.385164887812078
Myeloid DCs_stromal_aggregatedNeighbors.Fibroblasts,589.5,0.04160303736036472,0.3293281249741351,0.6403627689780429
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.naive,753.5,-0.03128933391301421,0.062428275205884544,0.13582220048568328
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.memory,858.5,-0.04882304770929061,0.020085260629764876,0.006794850198054493
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,714.5,-0.020185621282559997,0.1758810402019944,0.23106891276194175
Myeloid DCs_stromal_aggregatedNeighbors.B.cells,696.0,-0.01581090617780919,0.2721639419610181,0.40580440919033023
Myeloid DCs_stromal_aggregatedNeighbors.CD8.T.cells,755.0,-0.039749016483432875,0.13985809291047385,0.14287763550877727
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,701.0,-0.008555996161748028,0.6413036738474852,0.3970613340067476
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,577.5,0.03029584464867143,0.2556898480865086,0.5383597452550329
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Granulocytes,635.0,-0.002691974467417438,0.8878338678241873,0.9532070520812712
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.DCs,601.5,0.017914077789033193,0.38954144206817654,0.7091629705423399
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Monocytes,699.5,-0.008665057003355084,0.24227835301650133,0.33277112170007905
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,407.5,0.11221744480549889,0.009061678571081104,0.010597207702823675
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.proliferating,748.0,-0.041549198617491845,0.23583178102329613,0.17003149017421726
Myeloid DCs_tumorfront_aggregatedNeighbors.Vessel,795.0,-0.019345814646727008,0.4945074626831759,0.05669709936372813
Myeloid DCs_tumorfront_aggregatedNeighbors.Fibroblasts,523.5,0.042664752346395884,0.11689593402147372,0.21827162262634336
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,804.0,-0.023381651873175292,0.08417475232659163,0.017865884720427754
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,802.5,-0.024854322956261707,0.009655891402197974,0.029037509663952174
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,759.0,-0.008491838586607164,0.06060048260435846,0.07542220293107543
Myeloid DCs_tumorfront_aggregatedNeighbors.B.cells,677.5,0.0011925315306634127,0.8614084376308203,0.4488242608287121
Myeloid DCs_tumorfront_aggregatedNeighbors.CD8.T.cells,771.0,-0.04177318503909693,0.03503621495187898,0.08999023774236668
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,922.5,-0.06513449667885318,0.0008486994127917822,0.0006945435305568043
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,719.0,-0.025075702714915438,0.17653860332814106,0.2916323065823393
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,647.0,-0.005866727638263852,0.541429295953211,0.8140257879329437
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs,620.0,0.008630674786637593,0.7075189748639659,0.9047811807455799
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,727.0,-0.005156522751662923,0.7263769137043188,0.24834406177055057
Myeloid Monocytes_stromal_aggregatedNeighbors.Tumor.non.proliferating,413.0,0.023789622397844424,0.168380387359051,0.0006651195622353975
Myeloid Monocytes_stromal_aggregatedNeighbors.Vessel,538.5,0.011234958350098356,0.6976763413165348,0.2951507277895209
Myeloid Monocytes_stromal_aggregatedNeighbors.Fibroblasts,594.5,0.013796646601659468,0.6348595426631963,0.6871239361610076
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive,972.0,-0.04474854415251403,0.00012106712056815569,7.314731864989842e-05
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory,921.0,-0.04760247412905378,0.00039964009034284745,0.0007418202799669499
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,945.5,-0.025867464275451908,0.0006940819483653064,0.0001939721464587516
Myeloid Monocytes_stromal_aggregatedNeighbors.B.cells,656.0,0.0025711811075627353,0.8654848838371246,0.7603687249683796
Myeloid Monocytes_stromal_aggregatedNeighbors.CD8.T.cells,744.0,-0.03361887820892097,0.19463320736280001,0.18917834585279103
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,775.5,-0.026817851724047152,0.05684431922230819,0.09473081922881008
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,744.5,-0.010990375600647369,0.37849515689105284,0.18897923916901516
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,625.5,-0.00391519241818554,0.8096695648363934,0.9622552503707462
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.DCs,659.5,-0.0008817726172755001,0.7587458222879933,0.6922226925072172
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Monocytes,644.5,0.0015314254565969576,0.8498825956278319,0.8688487465170542
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,342.5,0.11532942853996336,0.0022668072401512518,0.0009635737807723009
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,740.5,-0.032228553050174094,0.12651395612117147,0.20440336575731832
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Vessel,536.0,0.011868750767316999,0.5902443990719396,0.2820233497939463
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts,453.5,0.05042777493489055,0.01715428081811465,0.04288928962480094
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,865.0,-0.02001459224391367,0.019537092101727816,0.004660413376651192
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,947.5,-0.026797182210863288,0.00012507619984405537,0.00016783624234476222
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,836.0,-0.012335515047171348,0.004883842670035283,0.012240743865664719
Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells,694.0,-0.006155645769768562,0.3188446117799441,0.36531208069793686
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,751.0,-0.03021510220118742,0.08990768012615506,0.16102816504314377
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,863.5,-0.034556533132718635,0.006947950244589719,0.007223978105909473
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,750.5,-0.025836732964903266,0.07566137810855376,0.16505212633369082
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,731.0,-0.005404532343026442,0.41840451334410544,0.22525192191193677
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.DCs,641.0,-0.0032622531746108636,0.6409122479102393,0.8996316875063733
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,789.5,-0.017570065353118836,0.06914865133971262,0.06520666110036324
