,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu
CD8 T cells_tumorfront_VEGF,612.0,-0.005260842579107278,0.8405326904235643,0.8942740200249942
CD8 T cells_tumorfront_pCREB,567.0,0.05804596092073133,0.5983981394758766,0.5137989381714889
CD8 T cells_tumorfront_pNFkB,612.0,-0.0004920775983946746,0.9867855622454247,0.8942740200249942
CD8 T cells_tumorfront_GranzymeB,692.0,-0.022553760791779565,0.7116023522310397,0.4353592729737674
CD8 T cells_tumorfront_Ki67,666.0,-0.0001232277776273688,0.9955443185898786,0.6315199787062711
CD8 T cells_tumorfront_CD44,764.0,-0.19366444076207917,0.023204835514559888,0.10693779603313272
CD8 T cells_tumorfront_pERK,540.0,0.027812820265231297,0.19283366901539853,0.3345671981488394
CD8 T cells_tumorfront_pMAPKAPK2,599.0,0.004959402797475698,0.8858868844479244,0.7770767263679822
CD8 T cells_tumorfront_pS6,580.0,0.07721509901271739,0.5207982020557553,0.6151743185508618
Myeloid M1 macrophages_stromal_pp38,658.0,-0.0045601164484214,0.4993750696192203,0.6986566289674558
Myeloid M1 macrophages_stromal_pSTAT1,697.0,-0.0062986032887125815,0.17822026417626696,0.4021270739960475
Myeloid M1 macrophages_stromal_pSTAT3,574.5,0.0018107604097578472,0.7624492432961006,0.5712162337306952
Myeloid M1 macrophages_stromal_CD36,721.0,-0.04503670676077423,0.10314905729799773,0.2647739290937816
Myeloid M1 macrophages_stromal_E-Cadherin,595.0,-0.008474975502897025,0.5593691634713231,0.7418887058302331
Myeloid M1 macrophages_stromal_VEGF,498.0,0.03432328658240713,0.2894257486418738,0.14697212290077816
Myeloid M1 macrophages_stromal_pCREB,467.0,0.07701801953116982,0.41378809557752616,0.07052035694934874
Myeloid M1 macrophages_stromal_pNFkB,486.0,0.03380495210990983,0.23024422665143282,0.11206379345459697
Myeloid M1 macrophages_stromal_GranzymeB,533.0,0.18000750010480704,0.183850389688894,0.2956344504288059
Myeloid M1 macrophages_stromal_Ki67,539.0,0.028672361827075707,0.19486882978705697,0.3288150289447912
Myeloid M1 macrophages_stromal_CD44,775.0,-0.14799292650714974,0.15268204068886118,0.08199673387975082
Myeloid M1 macrophages_stromal_pERK,441.0,0.029101162853430104,0.07974999771822248,0.03494316856055477
Myeloid M1 macrophages_stromal_pMAPKAPK2,557.0,0.006232378690121776,0.8480209655483048,0.4421955968088217
Myeloid M1 macrophages_stromal_pS6,466.0,0.15443712562412193,0.10541563446883842,0.0687422521761526
Myeloid M1 macrophages_tumorfront_pp38,641.0,-0.004394127745827897,0.6755819729068423,0.8487777251044815
Myeloid M1 macrophages_tumorfront_pSTAT1,737.0,-0.013948088903392455,0.06925569177646408,0.193574036578668
Myeloid M1 macrophages_tumorfront_pSTAT3,531.5,0.0043468787720294735,0.5216886423019393,0.2876983855659674
Myeloid M1 macrophages_tumorfront_CD36,707.0,-0.04424176282110695,0.13656747451245332,0.3403920188510102
Myeloid M1 macrophages_tumorfront_E-Cadherin,596.0,0.00015591243841867053,0.9930846390819521,0.750638936025578
Myeloid M1 macrophages_tumorfront_VEGF,561.0,0.009990507960023765,0.6903795412358964,0.4701310258088036
Myeloid M1 macrophages_tumorfront_pCREB,498.0,0.11622657535212688,0.29907005282996263,0.14697212290077816
Myeloid M1 macrophages_tumorfront_pNFkB,550.5,0.0196240160448794,0.5525404424396982,0.3988853503180736
Myeloid M1 macrophages_tumorfront_GranzymeB,581.0,0.08415971833077829,0.4781145683997092,0.6233268671790483
Myeloid M1 macrophages_tumorfront_Ki67,620.5,0.018001857193449836,0.3856661152296138,0.9723436382794879
Myeloid M1 macrophages_tumorfront_CD44,697.0,-0.16281277559183588,0.12914869545373034,0.4021270739960475
Myeloid M1 macrophages_tumorfront_pERK,462.0,0.039707048389598085,0.08769017767143247,0.06199450599851059
Myeloid M1 macrophages_tumorfront_pMAPKAPK2,584.0,0.006788925789914024,0.8527118254554604,0.6480505748555627
Myeloid M1 macrophages_tumorfront_pS6,459.0,0.2183747097669031,0.06256983724362147,0.05730151521391568
Myeloid M2 macrophages_stromal_pp38,567.5,0.004577830470620409,0.6089396787623607,0.5175312085672179
Myeloid M2 macrophages_stromal_pSTAT1,676.5,-0.004358864025640993,0.42631857900496606,0.5478864438149468
Myeloid M2 macrophages_stromal_pSTAT3,538.5,0.005731551536176424,0.41545763156656723,0.32595708204317264
Myeloid M2 macrophages_stromal_CD36,703.5,-0.04689601959101919,0.25189642097684467,0.3612679306897255
Myeloid M2 macrophages_stromal_E-Cadherin,643.5,-0.0099065351554819,0.5313051091114996,0.8262055370996483
Myeloid M2 macrophages_stromal_VEGF,524.5,0.01308036842328944,0.48525886887249303,0.2525909810578346
Myeloid M2 macrophages_stromal_pCREB,518.5,0.0767440833546541,0.44520193678060815,0.22497048647573525
Myeloid M2 macrophages_stromal_pNFkB,572.5,0.016888352132582385,0.5858224131627248,0.5556104812502003
Myeloid M2 macrophages_stromal_GranzymeB,537.5,0.05718695985643296,0.3111042474667858,0.32029775790669324
Myeloid M2 macrophages_stromal_Ki67,647.0,-0.0022661440237981487,0.8180149013729072,0.7948449238238261
Myeloid M2 macrophages_stromal_CD44,768.5,-0.12885540395376965,0.041110650301720716,0.09608954191248824
Myeloid M2 macrophages_stromal_pERK,500.5,0.02503736758180382,0.21070255844838054,0.1551914503567813
Myeloid M2 macrophages_stromal_pMAPKAPK2,631.5,-0.011478276545850596,0.7386444622591102,0.9355258883451537
Myeloid M2 macrophages_stromal_pS6,457.5,0.207590775979263,0.05285333269656856,0.05506610646290396
Myeloid M2 macrophages_tumorfront_pp38,713.5,-0.011072672642411893,0.3788595239750544,0.3033708187211712
Myeloid M2 macrophages_tumorfront_pSTAT1,601.0,0.0063418594332023265,0.5629168983789508,0.7946495746259735
Myeloid M2 macrophages_tumorfront_pSTAT3,677.0,-0.0029279707039709182,0.7513011763707039,0.543489727733761
Myeloid M2 macrophages_tumorfront_CD36,689.0,-0.053231522169137124,0.1799809433200824,0.4558313919913868
Myeloid M2 macrophages_tumorfront_E-Cadherin,624.5,-0.002552349842237081,0.9064095827793126,1.0
Myeloid M2 macrophages_tumorfront_VEGF,545.0,0.015064974836064074,0.47916016110429516,0.36409374561569896
Myeloid M2 macrophages_tumorfront_pCREB,495.0,0.15905820234578838,0.2056991543823645,0.1373647584553692
Myeloid M2 macrophages_tumorfront_pNFkB,556.0,0.024919018815921373,0.5328783386098049,0.4351474486327247
Myeloid M2 macrophages_tumorfront_GranzymeB,600.0,0.02704860100033346,0.725080731873972,0.785853040019868
Myeloid M2 macrophages_tumorfront_Ki67,581.0,0.015891637843116584,0.24680065932916415,0.6224912571356471
Myeloid M2 macrophages_tumorfront_CD44,729.0,-0.12350956355911846,0.08067877061787504,0.22697191326355193
Myeloid M2 macrophages_tumorfront_pERK,591.0,0.010780054881955936,0.6709604677345343,0.7070992606458083
Myeloid M2 macrophages_tumorfront_pMAPKAPK2,575.0,0.02792730899412854,0.5272951603549871,0.5749736735958264
Myeloid M2 macrophages_tumorfront_pS6,470.0,0.2707166658761534,0.06802574304182608,0.07594439573490828
Myeloid Granulocytes_stromal_pp38,626.0,-0.003377100911846953,0.8383533121694628,0.9861559242843175
Myeloid Granulocytes_stromal_pSTAT1,569.5,0.003682781632934104,0.5845037912588615,0.5320348891124579
Myeloid Granulocytes_stromal_pSTAT3,459.0,0.014704179980235862,0.13186276302128203,0.05712620368216505
Myeloid Granulocytes_stromal_CD36,675.0,-0.03848906087467738,0.34625775791623714,0.5593803478303806
Myeloid Granulocytes_stromal_E-Cadherin,632.0,-0.01393639294387497,0.5048249322719831,0.9308999406235624
Myeloid Granulocytes_stromal_VEGF,478.0,0.017039246238506472,0.36072139177500706,0.09252523121155946
Myeloid Granulocytes_stromal_pCREB,496.0,0.12317755955211662,0.26549321292078215,0.140520655184937
Myeloid Granulocytes_stromal_pNFkB,449.0,0.05783884823313984,0.06364312043336778,0.043592515541380876
Myeloid Granulocytes_stromal_GranzymeB,324.0,0.7187965611453371,0.0004338163466101913,0.000535949835779198
Myeloid Granulocytes_stromal_Ki67,294.0,0.11527381485891257,0.000665614675866704,0.00013920605835843813
Myeloid Granulocytes_stromal_CD44,773.0,-0.11722712915874903,0.019693693763637044,0.08599562069188756
Myeloid Granulocytes_stromal_pERK,465.0,0.031824447116309135,0.08474405990504873,0.06692103756822436
Myeloid Granulocytes_stromal_pMAPKAPK2,582.0,0.014080474999546094,0.6722468115321365,0.6314227142969044
Myeloid Granulocytes_stromal_pS6,482.0,0.1874948187848583,0.09208274276183366,0.10190448764518223
Myeloid Granulocytes_tumorfront_pp38,733.0,-0.023616155300834607,0.10553715552991297,0.20728602778238725
Myeloid Granulocytes_tumorfront_pSTAT1,709.0,-0.01088071011456393,0.24124064794772826,0.32248682106209015
Myeloid Granulocytes_tumorfront_pSTAT3,594.0,0.0008985894141355991,0.9273805881192867,0.7316964454963737
Myeloid Granulocytes_tumorfront_CD36,744.0,-0.05638699324679447,0.2352281253651409,0.16528879651294126
Myeloid Granulocytes_tumorfront_E-Cadherin,640.5,0.003033719838718932,0.9079595635301636,0.8524735750542913
Myeloid Granulocytes_tumorfront_VEGF,626.0,-0.005514394506289988,0.7851989890181805,0.9861044730292188
Myeloid Granulocytes_tumorfront_pCREB,635.0,-0.05900453536989769,0.6523517947292929,0.90296682234389
Myeloid Granulocytes_tumorfront_pNFkB,599.0,0.009621717571525301,0.782568958217805,0.7755788505623058
Myeloid Granulocytes_tumorfront_GranzymeB,510.0,0.4335346413284442,0.08429328436524537,0.1875584009033443
Myeloid Granulocytes_tumorfront_Ki67,514.0,0.08500589441971983,0.05206471996572248,0.20136229137682993
Myeloid Granulocytes_tumorfront_CD44,792.0,-0.17588477466500074,0.011080090278600829,0.05179607702079641
Myeloid Granulocytes_tumorfront_pERK,650.5,-0.0006599976645825095,0.973513035436553,0.7619404346853061
Myeloid Granulocytes_tumorfront_pMAPKAPK2,782.0,-0.07874287231116903,0.029453912029752664,0.06716388116932026
Myeloid Granulocytes_tumorfront_pS6,632.0,-0.03831506694354525,0.8035965969421954,0.9306065680754663
Myeloid DCs_stromal_pp38,528.0,0.009060387479359729,0.4146095984044982,0.2674990530476822
Myeloid DCs_stromal_pSTAT1,558.0,9.949518664116586e-05,0.9874221007201556,0.4469476729858053
Myeloid DCs_stromal_pSTAT3,556.0,0.003339971970572439,0.7101928769998455,0.43395689833938356
Myeloid DCs_stromal_CD36,559.5,0.016628637006292996,0.5789721067730597,0.4578221530277322
Myeloid DCs_stromal_E-Cadherin,545.0,-0.004484704725401953,0.8083398923736604,0.3628504458317092
Myeloid DCs_stromal_VEGF,522.5,0.0122557698589629,0.3677104326084413,0.24133375774757326
Myeloid DCs_stromal_pCREB,526.0,0.09140247976089999,0.41941160306880565,0.2583965998763347
Myeloid DCs_stromal_pNFkB,530.0,0.020973179519804208,0.5106683215044543,0.2784436143390615
Myeloid DCs_stromal_GranzymeB,569.0,0.005099790262830528,0.9384064669395962,0.5275524306864336
Myeloid DCs_stromal_Ki67,554.0,-0.006450267294204212,0.5963095814502164,0.4173957865999264
Myeloid DCs_stromal_CD44,810.5,-0.1267542625136876,0.009776378923702974,0.030950407841922843
Myeloid DCs_stromal_pERK,559.5,0.014390480260777577,0.5470207360838997,0.4578221530277322
Myeloid DCs_stromal_pMAPKAPK2,590.0,-4.752464862656236e-05,0.9991900701929518,0.6977782440941753
Myeloid DCs_stromal_pS6,512.0,0.14996212103557804,0.27074345333411326,0.19619355225567947
Myeloid DCs_tumorfront_pp38,617.0,0.0010461562714749184,0.9436511894155291,0.9389359155621559
Myeloid DCs_tumorfront_pSTAT1,705.5,-0.011992238718924575,0.19835593529996848,0.33711004236750564
Myeloid DCs_tumorfront_pSTAT3,636.0,0.004104138634970382,0.6610879340679976,0.8909001975531816
Myeloid DCs_tumorfront_CD36,742.0,-0.03684050354873375,0.302764420822768,0.1661059585868343
Myeloid DCs_tumorfront_E-Cadherin,612.0,-0.0032576936350242197,0.8525573310853256,0.8919066373707044
Myeloid DCs_tumorfront_VEGF,614.0,0.000184185686974786,0.9892167034085719,0.9108514899384288
Myeloid DCs_tumorfront_pCREB,640.0,-0.019117918446188042,0.8819597429294801,0.8550498518571528
Myeloid DCs_tumorfront_pNFkB,634.0,-0.009195030099214019,0.8482480192754442,0.9108514899384288
Myeloid DCs_tumorfront_GranzymeB,619.0,0.02109347441388515,0.7165791997083497,0.9577033402865096
Myeloid DCs_tumorfront_Ki67,624.5,0.000438398769169554,0.9668630708249257,1.0
Myeloid DCs_tumorfront_CD44,753.0,-0.0825933764373615,0.09710687939702231,0.12990711186773768
Myeloid DCs_tumorfront_pERK,655.0,0.014202209579675953,0.5357007451137369,0.7192470807838438
Myeloid DCs_tumorfront_pMAPKAPK2,635.0,0.002625325100429232,0.9563884223509305,0.9015129629013864
Myeloid DCs_tumorfront_pS6,638.0,-0.00272961198041044,0.9872331653338795,0.8735841297511083
Myeloid Monocytes_stromal_pp38,629.0,-0.006411662600530055,0.5261054333799284,0.9585261887370309
Myeloid Monocytes_stromal_pSTAT1,638.0,-0.00291213018685392,0.6048097193008348,0.8760214640138564
Myeloid Monocytes_stromal_pSTAT3,558.0,0.0029169099701831375,0.6539451983856979,0.4490890193715916
Myeloid Monocytes_stromal_CD36,631.0,0.012086551009668323,0.826888035060739,0.940122694852953
Myeloid Monocytes_stromal_E-Cadherin,557.0,0.028593403563674208,0.34637200317241656,0.4421955968088217
Myeloid Monocytes_stromal_VEGF,473.0,0.017941276759185443,0.25683400321540817,0.08199673387975082
Myeloid Monocytes_stromal_pCREB,493.0,0.07220274903189139,0.534556296232084,0.13153119777613353
Myeloid Monocytes_stromal_pNFkB,534.0,0.021225401709551422,0.44557631746779514,0.3010030682553444
Myeloid Monocytes_stromal_GranzymeB,553.0,0.057524039512957204,0.366229751322352,0.4152349423635795
Myeloid Monocytes_stromal_Ki67,506.0,0.013535171901626765,0.16586438762572936,0.17450454490124756
Myeloid Monocytes_stromal_CD44,766.0,-0.14682155236073502,0.030153707479053604,0.10200504230958182
Myeloid Monocytes_stromal_pERK,476.0,0.02892622031361039,0.06873377844183193,0.08827885404537773
Myeloid Monocytes_stromal_pMAPKAPK2,620.0,-0.00969995189108147,0.7777793866469516,0.9677368485500212
Myeloid Monocytes_stromal_pS6,443.0,0.27404239192256863,0.020487150595922658,0.036987332317646546
Myeloid Monocytes_tumorfront_pp38,601.5,-0.002428301877239289,0.8296726648097532,0.7993103652701372
Myeloid Monocytes_tumorfront_pSTAT1,701.5,-0.011946882597386674,0.22133138032677596,0.3735523286219502
Myeloid Monocytes_tumorfront_pSTAT3,592.0,0.001236097617117099,0.8726779890060659,0.7157959893893764
Myeloid Monocytes_tumorfront_CD36,658.5,-0.033069279927305906,0.473117642505151,0.6943815731856663
Myeloid Monocytes_tumorfront_E-Cadherin,617.0,-0.00021686793587269437,0.9913176875442602,0.9401206905681045
Myeloid Monocytes_tumorfront_VEGF,528.5,0.012358741858995673,0.5244532967545792,0.2722323540752176
Myeloid Monocytes_tumorfront_pCREB,508.5,0.12231134174691205,0.3310747407162623,0.18385444893441572
Myeloid Monocytes_tumorfront_pNFkB,535.5,0.03325663391381006,0.3481277341578899,0.3091729885699689
Myeloid Monocytes_tumorfront_GranzymeB,575.5,0.020574552509813437,0.7658492737514622,0.5790965605331182
Myeloid Monocytes_tumorfront_Ki67,550.0,0.007521477289533542,0.4501807137756231,0.3950126654544186
Myeloid Monocytes_tumorfront_CD44,738.5,-0.11633580383387282,0.09044814446082984,0.18769653692407273
Myeloid Monocytes_tumorfront_pERK,520.5,0.021467999340005928,0.3479907786404699,0.23360126179280483
Myeloid Monocytes_tumorfront_pMAPKAPK2,577.5,0.009660382081481511,0.7953700619368752,0.5950085064966725
Myeloid Monocytes_tumorfront_pS6,539.5,0.1469728812285691,0.2583251967392182,0.33168101434356345
