"","Bcells_intratumor_cellfrequency","Bcells_stromal_cellfrequency","Bcells_tumorfront_cellfrequency","CD4.T.cells.memory_intratumor_cellfrequency","CD4.T.cells.memory_stromal_cellfrequency","CD4.T.cells.memory_tumorfront_cellfrequency","CD4.T.cells.naive_intratumor_cellfrequency","CD4.T.cells.naive_stromal_cellfrequency","CD4.T.cells.naive_tumorfront_cellfrequency","CD4.T.cells.regulatory_intratumor_cellfrequency","CD4.T.cells.regulatory_stromal_cellfrequency","CD4.T.cells.regulatory_tumorfront_cellfrequency","CD8.T.cells.memory_intratumor_cellfrequency","CD8.T.cells.memory_stromal_cellfrequency","CD8.T.cells.memory_tumorfront_cellfrequency","CD8.T.cells.naive_intratumor_cellfrequency","CD8.T.cells.naive_stromal_cellfrequency","CD8.T.cells.naive_tumorfront_cellfrequency","DCs_intratumor_cellfrequency","DCs_stromal_cellfrequency","DCs_tumorfront_cellfrequency","Fibroblasts_intratumor_cellfrequency","Fibroblasts_stromal_cellfrequency","Fibroblasts_tumorfront_cellfrequency","Granulocytes_intratumor_cellfrequency","Granulocytes_stromal_cellfrequency","Granulocytes_tumorfront_cellfrequency","M1.macrophages_intratumor_cellfrequency","M1.macrophages_stromal_cellfrequency","M1.macrophages_tumorfront_cellfrequency","M2.macrophages_intratumor_cellfrequency","M2.macrophages_stromal_cellfrequency","M2.macrophages_tumorfront_cellfrequency","Monocytes_intratumor_cellfrequency","Monocytes_stromal_cellfrequency","Monocytes_tumorfront_cellfrequency","Tumor.non.proliferating_intratumor_cellfrequency","Tumor.non.proliferating_stromal_cellfrequency","Tumor.non.proliferating_tumorfront_cellfrequency","Tumor.proliferating_intratumor_cellfrequency","Tumor.proliferating_stromal_cellfrequency","Tumor.proliferating_tumorfront_cellfrequency","Vessel_intratumor_cellfrequency","Vessel_stromal_cellfrequency","Vessel_tumorfront_cellfrequency"
"OC18_003",0,763.684737801573,38.9003232263221,0,435.218183908424,42.4367162468968,0,484.488166992396,141.455720822989,0,123.174957709931,31.8275371851726,73.3383622496019,1059.30463630541,265.229476543105,20.9538177856005,697.991427022943,190.965223111036,10.4769088928003,8.21166384732875,14.1455720822989,10.4769088928003,1034.66964476342,572.895669333107,104.769088928003,435.218183908424,60.1186813497705,293.353448998407,607.663124702327,424.367162468968,303.830357891208,1248.17290479397,473.876664757014,20.9538177856005,8.21166384732875,31.8275371851726,618.137624675216,0,572.895669333107,3886.9331992289,8.21166384732875,1807.09683351369,62.8614533568016,2282.84254955739,1357.9749199007
"OC19_001",0,99.0554076328135,5.72944418661946,0,47.5465956637505,28.6472209330973,0,27.7355141371878,34.3766651197167,0,3.96221630531254,5.72944418661946,54.7352864708056,360.561683783441,246.366100024637,273.676432354028,388.297197920629,395.331648876742,0,3.96221630531254,5.72944418661946,13.6838216177014,3090.52871814378,1122.97106057741,13.6838216177014,0,11.4588883732389,41.0514648531042,15.8488652212502,68.7533302394335,328.411718824833,7.92443261062508,194.801102345062,13.6838216177014,3.96221630531254,11.4588883732389,2640.97757221637,59.4332445796881,2498.03766536608,95.7867513239097,0,154.694993038725,13.6838216177014,792.443261062508,154.694993038725
"OC19_002",0,66.6109556855478,0,6.422813834741,266.443822742191,100.464929367573,0,387.554651261369,239.999553489203,0,96.8886628153423,39.0696947540563,218.375670381194,859.886882486163,753.4869702568,937.730819872186,1083.94191524664,1841.85703840551,57.805324512669,12.1110828519178,39.0696947540563,0,1804.55134493575,792.556665010856,0,0,5.58138496486518,282.603808728604,381.49910983541,541.394341591923,449.59696843187,169.555159926849,413.022487400023,32.114069173705,6.05554142595889,55.8138496486518,2723.27306593018,12.1110828519178,1227.90469227034,44.959696843187,6.05554142595889,234.418168524338,12.845627669482,738.776053966985,306.976173067585
"OC19_003",0,119.617906230954,10.569874799833,0,165.186632414174,68.7041861989145,0,387.334172557374,264.246869995825,0,68.3530892748307,26.4246869995825,192.273560906348,865.805797481189,729.321361188477,1242.38300893333,1475.28751018176,2362.36701776267,96.136780453174,5.69609077290256,89.8439357985805,0,1452.50314709015,650.047300189729,0,0,0,110.927054369047,131.010087776759,565.488301791065,310.595752233331,85.4413615935384,317.09624399499,7.39513695793646,0,15.8548121997495,2647.45903094125,11.3921815458051,1083.41216698288,51.7659587055552,0,100.413810598413,0,324.677174055446,211.39749599666
"OC20_001",0,552.808862431797,70.8050534578154,24.7053882451763,112.435700833586,131.4950992788,0,0,0,0,15.6160695602202,30.3450229104923,247.053882451763,624.64278240881,809.200610946461,12.3526941225881,24.9857112963524,0,12.3526941225881,0,10.1150076368308,0,2086.30689324543,1072.19080950406,0,0,0,37.0580823677644,6.2464278240881,91.0350687314769,407.638906045409,21.8624973843083,576.555435299354,0,0,30.3450229104923,4249.32677817032,34.3553530324846,4298.87824565308,382.933517800232,0,262.9901985576,49.4107764903525,1496.0194638691,455.175343657384
"OC20_002",0,342.036855786737,91.9827808234299,76.2590366958485,523.57949462739,404.724235623091,0,28.9415801050316,0,0,92.086845788737,55.1896684940579,762.590366958485,965.596354413328,1453.32793701019,0,68.4073711573475,18.396556164686,0,2.63105273682106,18.396556164686,0,2057.48324019407,1729.27627948048,15.2518073391697,2.63105273682106,18.396556164686,91.5108440350182,55.2521074732422,147.172449317488,869.353018332672,36.8347383154948,570.293241105265,91.5108440350182,0,73.5862246587439,6924.32053198304,34.2036855786737,3274.5869973141,106.762651374188,0,183.96556164686,0,1944.34797251076,1011.81058905773
"OC20_003",16.5486198451049,909.755188750006,321.236403223072,11.0324132300699,604.890418051866,624.626339600418,0,82.2650968550537,35.6929336914524,5.51620661503497,111.299836921543,151.694968188673,937.755124555945,2405.04430217422,3944.06917290549,275.810330751749,629.08603477394,258.77376926303,16.5486198451049,0,53.5394005371787,0,1296.8850563032,437.238437720292,5.51620661503497,0,8.92323342286311,468.877562277973,77.4259735106388,1231.40621235511,441.296529202798,82.2650968550537,963.709209669216,259.261710906644,4.83912334441493,410.468737451703,1643.82957128042,0,847.707175171995,71.7106859954546,0,178.464668457262,0,851.685708617027,1088.6344775893
"OC21_001",0,755.941574256236,68.2015257655621,73.8907156315809,1005.81347537022,808.675234077379,0,420.670415799495,116.916901312392,0,471.27738311372,224.090727515418,1330.03288136846,1186.10079642715,2328.59495113848,221.672146894743,354.248771199575,594.327581671327,110.836073447371,12.6517418285562,58.4584506561961,0,1132.33089365578,399.466079484007,49.2604770877206,237.22015928543,68.2015257655621,246.302385438603,278.338320228237,350.750703937177,1071.41537665792,211.916675628317,672.272182546255,24.6302385438603,15.8146772856953,29.2292253280981,2204.4063496755,15.8146772856953,1354.28744020188,61.5755963596507,3.16293545713906,87.6876759842942,49.2604770877206,702.171671484872,370.236854155909
"OC21_002",0,16.3873980908681,0,37.2102253699317,32.7747961817362,66.1346501477007,0,73.7432914089065,95.5278279911232,0,32.7747961817362,14.6965889217113,934.390103733839,81.9369904543406,551.122084564173,74.4204507398633,90.1306894997747,102.876122451979,4.13446948554796,0,14.6965889217113,0,1163.50526445164,440.897667651338,0,8.19369904543406,7.34829446085563,28.9412863988357,40.9684952271703,139.617594756257,520.943155179043,8.19369904543406,507.032317799039,20.6723474277398,0,7.34829446085563,2708.07751303392,0,1418.22083094514,119.899615080891,0,132.269300295401,4.13446948554796,344.135359908231,507.032317799039
"OC21_003",0,62.6586045928757,0,59.3299899139017,156.646511482189,200.495893175788,0,109.652558037533,33.4159821959647,0,31.3293022964379,46.7823750743506,872.499851675025,344.622325260816,1229.7081448115,66.3099887273019,250.634418371503,153.713518101438,3.4899994067001,15.6646511482189,6.68319643919294,0,1770.10557974874,441.090964986734,0,15.6646511482189,0,0,31.3293022964379,20.0495893175788,184.969968555105,109.652558037533,374.259000594804,0,0,0,3078.17947670949,783.232557410946,3582.19329140741,27.9199952536008,0,173.763107419016,0,516.933487891225,354.209411277226
"OC22_001",0,1748.03621120857,0,0,1807.47824861742,32.6136586002218,0,180.527669167635,0,0,325.830427278171,0,330.819108111684,2225.77406742048,293.522927401996,0,308.217971749621,0,132.327643244674,6.60467082320617,0,0,1558.70231427666,1826.36488161242,66.1638216223369,37.4264679981683,0,66.1638216223369,213.551023283666,32.6136586002218,132.327643244674,147.504315051604,97.8409758006653,0,4.40311388213745,32.6136586002218,10189.2285298399,11.0077847053436,4761.59415563238,463.146751356358,0,260.909268801774,0,2908.25671915178,619.659513404214
"OC22_002",13.1674237935348,2932.75040393206,74.6982191944544,32.918559483837,1554.62926504732,184.255607346321,0,217.240770661634,19.9195251185212,6.5837118967674,224.02954474481,9.95976255926059,401.606425702811,4324.44909098315,657.344328911199,0,814.652889981127,19.9195251185212,638.620053986438,47.5214185822324,637.424803792678,6.5837118967674,807.864115897951,418.310027488945,553.031799328461,115.409159413993,159.356200948169,296.267035354533,841.807986313832,363.531333413011,579.366646915531,278.339737410219,891.398749053823,26.3348475870696,0,0,5569.82026466522,6.78877408317606,4456.99374526911,223.846204490092,0,154.376319668539,6.5837118967674,2043.42099903599,398.390502370424
"OC22_003",0,106.991540535528,28.701652067093,5.38804715618871,563.488780153782,195.171234056232,0,28.5310774761409,22.9613216536744,5.38804715618871,21.3983081071057,28.701652067093,431.043772495097,1241.10187021213,665.878327956557,43.1043772495097,57.0621549522818,0,32.3282829371323,7.13276936903522,86.104956201279,5.38804715618871,2418.00881610294,688.839649610232,53.8804715618871,0,22.9613216536744,86.2087544990194,78.4604630593875,160.729251575721,398.715489557965,85.5932324284227,487.928085140581,37.716330093321,0,22.9613216536744,5350.33082609539,149.78815674974,5022.78911174127,107.760943123774,0,189.430903642814,26.9402357809436,3573.51745388665,1090.66277854953
"OC24_001",0,169.605613945822,10.6565500484873,0,55.6518420759727,21.3131000969746,0,90.1029824087177,42.6262001939492,0,74.2024561012969,31.9696501454619,34.7041471455839,365.712105070678,372.979251697056,208.224882873503,426.664122582457,341.009601551594,0,5.30017543580693,0,0,371.012280506485,21.3131000969746,659.378795766094,1693.40605174031,2088.68380950351,34.7041471455839,1134.23754326268,127.878600581848,0,612.1702628357,309.039951406132,34.7041471455839,257.058508636636,74.5958503394111,2325.17785875412,21.2007017432277,1321.41220601243,589.970501474926,5.30017543580693,831.21090378201,0,5016.61604999125,2397.72376090964
"OC24_002",188.2109374081,386.515945269342,381.431895335088,0,220.016768845626,101.715172089357,0,175.418775160701,114.429568600526,0,169.472376002712,50.8575860446784,270.553222524144,787.897888433659,979.008531360059,399.948241992213,312.185955794469,851.864566248363,35.2895507640188,0,0,0,1557.95657939335,343.288705801579,199.974120996106,1673.91136297415,1716.4435290079,23.5263671760125,422.194340217281,279.716723245731,564.6328122243,413.274741480297,750.149394159006,47.052734352025,56.4907920009038,89.0007755781872,2881.97997906153,258.66836337256,1309.58284065047,282.31640611215,14.8659978949747,699.291808114328,0,3258.62673857845,2428.44973363339
"OC24_003",0,1220.87476147434,158.024874974437,0,188.309731846942,92.9558088084924,13.550502723651,182.032740785377,55.7734852850955,0,100.431856985036,158.024874974437,311.661562643974,706.161494426032,697.168566063693,460.717092604136,298.157075424325,371.82323523397,0,6.27699106156473,18.5911617616985,0,612.006628502561,195.207198497834,582.671617116995,3110.24907100532,883.080183680678,311.661562643974,276.187606708848,520.552529327558,609.772622564297,200.863713970071,381.118816114819,67.7525136182552,21.9694687154765,213.798360259533,1111.14122333939,15.6924776539118,669.281823421146,1205.99474240494,3.13849553078236,938.853668965774,0,3129.08004419002,1636.02223502947
"OC25_001",0,109.294395383405,0,0,404.389262918598,0,0,199.462271574714,15.1391285917583,0,106.56203549882,0,14.7141049409964,1090.21159394946,227.086928876374,0,445.374661187374,136.252157325824,29.4282098819929,2.73235988458512,30.2782571835165,0,1256.88554690915,560.147757895056,0,5.46471976917024,30.2782571835165,44.1423148229893,87.4355163067238,105.973900142308,176.569259291957,84.7031564221387,105.973900142308,0,0,15.1391285917583,4296.51864277096,16.3941593075107,2195.17364580495,73.5705247049822,0,211.947800284616,0,2784.27472239224,772.095558179671
"OC25_002",20.3138489665329,167.904793886627,84.8838788537281,0,53.2381053786867,0,0,143.333360634926,16.9767757707456,0,28.6666721269852,0,0,380.857215401374,101.860654624474,15.2353867248997,565.142964789136,254.651636561184,5.07846224163323,0,16.9767757707456,0,1822.3812995012,50.9303273122369,177.746178457163,4.0952388752836,16.9767757707456,20.3138489665329,40.952388752836,101.860654624474,76.1769336244985,20.476194376418,33.9535515414912,0,0,0,4250.67289624702,8.19047775056719,2631.40024446557,187.90310294043,0,169.767757707456,0,1711.80984986854,1001.62977047399
"OC25_003",0,9.6073784666624,0,0,41.6319733555371,17.6686249392641,0,44.8344328444245,17.6686249392641,0,12.8098379555499,0,0,105.681163133286,35.3372498785282,13.4147159433899,80.0614872221866,26.5029374088962,0,0,0,0,1553.19285211042,918.768496841733,0,3.20245948888747,0,0,9.6073784666624,26.5029374088962,0,12.8098379555499,8.83431246963205,0,0,0,6157.35461801596,25.6196759110997,2738.63686558594,389.026762358307,0,247.360749149697,0,1726.12566451034,477.052873360131
"OC26_001",0,343.367826904986,0,0,578.551269990593,148.188237719705,0,888.993414863594,173.960105149219,0,225.776105362182,90.2015360032988,173.98934882595,870.178739416745,476.779547446008,287.460663277657,733.772342427093,463.893613731251,0,9.40733772342427,6.44296685737848,0,324.553151458137,45.1007680016494,15.1295085935609,112.888052681091,64.4296685737849,113.471314451707,296.331138287865,586.309984021442,1724.76397966594,1293.50893697084,2673.83124581207,627.874606632777,70.555032925682,676.511520024741,3093.9845073832,9.40733772342427,1075.97546518221,1286.00823045267,0,972.887995464151,7.56475429678044,3057.38476011289,1417.45270862327
"OC26_002",11.5048320294524,1344.6273574584,624.034536731082,0,665.971096854396,225.061636198095,0,986.271481531987,143.22104121697,0,206.133910931123,71.6105206084848,253.106304647952,1046.52600934262,1135.53825536312,241.6014726185,957.72986309537,1258.2991478348,23.0096640589047,6.34258187480378,0,0,329.814257489796,0,23.0096640589047,53.9119459358321,30.6902231179221,34.5144960883571,729.396915602434,1370.82996593385,1104.46387482743,1249.48862933634,2710.96970874978,310.630464795214,69.7684006228415,726.335280457489,1449.608835711,25.3703274992151,92.0706693537662,138.057984353428,0,10.2300743726407,0,1896.43198056633,951.396916655584
"OC26_003",7.09335565375912,1249.61106482922,181.52114721365,0,376.38887494856,87.6308986548657,7.09335565375912,592.185163252401,75.1121988470278,0,205.759251638546,81.3715487509467,702.242209722153,1309.83328482099,1126.68298270542,234.080736574051,787.907378225653,419.376443562572,0,5.01851833264747,12.518699807838,0,336.24072828738,150.224397694056,78.0269121913504,45.1666649938272,31.2967495195949,943.416301949964,1174.33328983951,1934.13912031096,503.628251416898,1600.90734811454,1458.42852761312,5376.76358554942,65.2407383244171,2178.2537665638,276.640870496606,0,56.3341491352708,219.894025266533,0,162.743097501893,21.2800669612774,1525.62957312483,963.939885203523
"OC27_001",0,139.42788092859,0,0,116.189900773825,38.2924625116792,0,278.855761857179,114.877387535038,0,209.141821392885,49.780201265183,0,46.4759603095299,34.4632162605113,5.10675674985573,23.2379801547649,19.1462312558396,0,0,7.65849250233584,0,1626.65861083355,773.50774273592,5.10675674985573,23.2379801547649,0,71.4945944979803,627.425464178654,95.731156279198,15.3202702495672,1673.13457114308,379.095378865624,61.2810809982688,116.189900773825,149.340603795549,2584.018915427,23.2379801547649,2473.69307825448,316.618918491056,0,1378.52865042045,0,2068.18023377408,578.216183926356
"OC27_002",0,0,15.5616591841022,0,387.847446670976,85.5891255125621,0,1292.82482223659,70.0274663284599,0,1163.54234001293,23.3424887761533,41.2377936130905,129.282482223659,93.3699551046133,27.491862408727,0,46.6849775523066,2.7491862408727,0,15.5616591841022,0,775.694893341952,420.16479797076,10.9967449634908,0,155.616591841022,74.2280285035629,517.129928894635,101.150784696664,85.2247734670538,387.847446670976,404.603138786657,118.215008357526,0,342.356502050249,2685.95495733263,387.847446670976,2956.71524497942,222.684085510689,0,879.233743901775,0,3490.62702003878,1034.8503357428
"OC27_003",0,0,0,0,136.208853575482,6.77029735145968,0,181.61180476731,67.7029735145968,0,45.4029511918275,40.6217841087581,24.2225324052066,0,67.7029735145968,33.3059820571591,45.4029511918275,6.77029735145968,0,0,0,0,363.22360953462,203.10892054379,9.08344965195249,0,94.7841629204355,45.4172482597624,45.4029511918275,88.0138655689758,39.3616151584608,635.641316685585,453.609922547798,105.973579272779,0,196.338623192331,2785.59122659876,408.626560726447,2647.18626442073,242.225324052066,0,988.463413313113,0,4767.30987514188,1414.99214645507
"OC28_001",0,590.546592313052,193.464957386798,0,730.412890492459,560.030139803888,0,49.2122160260877,20.364732356505,0,199.438980737303,122.18839413903,509.294626941686,1225.12516738629,1843.0082782637,0,126.915715014647,254.559154456313,0,0,0,0,1598.10196253137,651.67143540816,0,10.3604665318079,20.364732356505,63.6618283677107,108.784898583983,264.741520634565,254.647313470843,238.290730231582,590.577238338645,572.956455309396,0,295.288619169323,2992.1059332824,157.997114610071,2362.30895335458,63.6618283677107,2.59011663295198,234.194422099808,63.6618283677107,979.064087255849,1221.8839413903
"OC28_002",0,510.515467083268,20.7767743365283,0,928.907842362036,325.502797938944,0,92.1230918044994,13.8511828910189,0,287.884661889061,193.916560474265,210.333694406175,1120.83095028808,1101.169039836,0,115.153864755624,41.5535486730567,0,7.67692431704162,41.5535486730567,0,1339.62329332376,512.493766967699,0,7.67692431704162,13.8511828910189,63.1001083218526,368.492367217998,470.940218294642,73.6167930421614,456.776996863976,491.716992631171,63.1001083218526,7.67692431704162,131.586237464679,3438.95590354097,299.400048364623,3372.7630339631,10.5166847203088,15.3538486340832,221.618926256302,10.5166847203088,2445.10039497776,1205.05291151864
"OC28_003",0,188.955042960533,0,0,488.43096010553,179.088624167084,0,71.3037897964277,18.5264093965948,0,146.172769082677,123.509395977299,191.041872905052,395.736033370174,259.369731552328,0,78.4341687760705,30.8773489943247,17.3674429913684,7.13037897964277,12.3509395977299,0,2153.37445185212,827.512953047903,17.3674429913684,3.56518948982138,0,17.3674429913684,196.085421940176,222.316912759138,173.674429913684,367.214517451603,463.160234914871,104.20465794821,3.56518948982138,37.0528187931897,4637.10727869536,819.993582658918,3921.42332227924,312.613973844631,32.0867054083925,487.862114110331,69.4697719654735,1180.07772113088,1123.93550339342
