,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,95,-0.008032163,0.319638848,0.193542991,0.558634868
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,89,-0.018834213,0.32361257,0.337075353,0.560438132
Myeloid DCs_tumorfront_aggregatedNeighbors.Fibroblasts,53,0.035367725,0.322656142,0.285371559,0.560438132
CD4 T cells regulatory_stromal_aggregatedNeighbors.Tumor.non.proliferating,69,0.024890635,0.328048184,0.87499075,0.565549132
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.B.cells,75.5,0.01769413,0.330387463,0.853154481,0.567016321
B cells_stromal_aggregatedNeighbors.CD8.T.cells,92,-0.038917865,0.331905539,0.259821431,0.567067311
Tumor proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,55,0.052360299,0.34087021,0.340778614,0.577206889
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,89,-0.019908032,0.340223303,0.340778614,0.577206889
Tumor proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,57,0.060347777,0.344280878,0.402503824,0.57749964
B cells_stromal_aggregatedNeighbors.Fibroblasts,58,0.03161814,0.345590336,0.43573066,0.57749964
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts,54,0.035103386,0.344253576,0.312321422,0.57749964
CD8 T cells_tumorfront_aggregatedNeighbors.B.cells,84,0.010810421,0.347485628,0.50635057,0.578131111
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Tumor.proliferating,70.5,0.013175492,0.350718513,0.953738156,0.58097284
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,76,-0.017946765,0.364187568,0.839859973,0.600673002
CD4 T cells memory_tumorfront_aggregatedNeighbors.Tumor.proliferating,64.5,0.009656279,0.36806781,0.686041334,0.601861955
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.DCs,58.5,0.002354783,0.36731431,0.451935404,0.601861955
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,84,-0.059567338,0.370913732,0.504862505,0.603923641
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,77,-0.018940977,0.376040363,0.791205358,0.604520584
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,80,-0.007146223,0.374252607,0.665005542,0.604520584
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,82,-0.006125633,0.37586972,0.573090609,0.604520584
Tumor non-proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,64,0.034149359,0.383216537,0.665005542,0.609822564
CD4 T cells memory_stromal_aggregatedNeighbors.CD8.T.cells,85,-0.031696346,0.384838745,0.470486422,0.609822564
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,90,-0.012931666,0.382451133,0.312216206,0.609822564
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Vessel,56,0.030950455,0.385740782,0.370844333,0.609822564
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Monocytes,85.5,-0.006066164,0.388344413,0.451935404,0.610404787
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.DCs,77.5,-0.007771605,0.389313289,0.772781949,0.610404787
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs,89,-0.003442271,0.396964802,0.340778614,0.617320774
CD4 T cells naive_stromal_aggregatedNeighbors.CD8.T.cells,87,-0.034062336,0.395993548,0.402401515,0.617320774
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.DCs,97,-0.004581538,0.404248633,0.157212753,0.626092394
B cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,75.5,-0.006241798,0.409591572,0.846656215,0.631799146
CD4 T cells naive_stromal_aggregatedNeighbors.B.cells,61,0.029570481,0.411592757,0.544019744,0.632266973
CD8 T cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,67,0.000408487,0.414385659,0.781286743,0.632266973
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,67,-0.006269685,0.414873342,0.795012172,0.632266973
Tumor proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,103,-0.001481037,0.416823394,0.076956512,0.63270802
CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts,62,0.032670257,0.419711791,0.583360467,0.634564255
Myeloid DCs_stromal_aggregatedNeighbors.CD8.T.cells,86.5,-0.03241524,0.42687249,0.417909554,0.642839599
Tumor non-proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,80,-0.018413763,0.436625726,0.665005542,0.652370202
Tumor non-proliferating_stromal_aggregatedNeighbors.Fibroblasts,55,0.054660209,0.436165817,0.338245625,0.652370202
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,90,-0.012534184,0.440529577,0.312321422,0.655631909
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,80.5,-0.012911022,0.445143568,0.63999046,0.656302785
CD4 T cells naive_stromal_aggregatedNeighbors.Fibroblasts,57,0.028001881,0.445238116,0.402503824,0.656302785
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,92,-0.01423632,0.447870667,0.260236203,0.656302785
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs,61,0.002567861,0.446584449,0.533495369,0.656302785
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,99,-0.008849548,0.45367749,0.124373163,0.662264842
CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.proliferating,79,0.012885282,0.459058289,0.706233031,0.664279212
B cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,87,-0.004744245,0.462031473,0.40209428,0.664279212
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,90,-0.008185955,0.461061843,0.270784841,0.664279212
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,97.5,-0.007585593,0.460096306,0.134012938,0.664279212
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.Monocytes,83,-0.004173288,0.46584992,0.544370146,0.667251202
Vessel_stromal_aggregatedNeighbors.Fibroblasts,56,0.015093622,0.473017557,0.370844333,0.672461528
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.DCs,77,0.00617474,0.472173771,0.79252788,0.672461528
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts,59,0.025934523,0.480678151,0.470486422,0.680811805
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,56,0.027235817,0.494105308,0.370844333,0.69723749
Vessel_intratumor_aggregatedNeighbors.Tumor.proliferating,75,-0.060858586,0.515894966,0.87741587,0.721447943
Vessel_tumorfront_aggregatedNeighbors.B.cells,73.5,-0.002567832,0.516943015,0.953949692,0.721447943
B cells_stromal_aggregatedNeighbors.Vessel,62,0.021722482,0.516671912,0.583360467,0.721447943
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.DCs,68.5,0.002102003,0.530688039,0.862460625,0.727309866
Fibroblasts_tumorfront_aggregatedNeighbors.B.cells,69,0.002145584,0.529009491,0.884985346,0.727309866
B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,53,0.021636564,0.52654601,0.283373243,0.727309866
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Monocytes,75,-0.004390815,0.523564034,0.885233914,0.727309866
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,98,-0.006594321,0.53000326,0.139224177,0.727309866
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,86,-0.010943315,0.536478027,0.43573066,0.732609779
Tumor non-proliferating_tumorfront_aggregatedNeighbors.B.cells,83,-0.000321827,0.544028406,0.541276624,0.735842802
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,85,-0.007736402,0.5465709,0.470486422,0.735842802
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,86,-0.003181947,0.540957588,0.43573066,0.735842802
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,89,-0.006135963,0.545225885,0.340778614,0.735842802
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,85,-0.012721304,0.561625149,0.470389917,0.753447824
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,66,0.017961252,0.568111992,0.750831884,0.759476032
Myeloid M2 macrophages_stromal_aggregatedNeighbors.B.cells,80,0.017087552,0.571558678,0.664937135,0.761412085
Fibroblasts_stromal_aggregatedNeighbors.B.cells,84,0.008266269,0.589508227,0.506628106,0.777171746
Myeloid Granulocytes_stromal_aggregatedNeighbors.Fibroblasts,63,0.018080077,0.587417441,0.623604884,0.777171746
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.proliferating,92,-0.012451717,0.58839221,0.260236203,0.777171746
B cells_tumorfront_aggregatedNeighbors.Tumor.proliferating,85,-0.005313362,0.599007864,0.420371173,0.7869724
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Monocytes,81,-0.002357047,0.605628939,0.623529397,0.790221321
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,52,0.014315143,0.604555524,0.260236203,0.790221321
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,80,-0.008416219,0.610203755,0.665005542,0.793473142
Vessel_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,78,-0.002908517,0.614690488,0.750831884,0.794329455
CD4 T cells naive_tumorfront_aggregatedNeighbors.B.cells,99,0.010925945,0.615031993,0.112286565,0.794329455
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,81,-0.005566178,0.622261126,0.623604884,0.800950976
Tumor non-proliferating_stromal_aggregatedNeighbors.B.cells,65,0.002877272,0.644799546,0.597200762,0.810896643
Vessel_intratumor_aggregatedNeighbors.Tumor.non.proliferating,60.5,0.072171717,0.635689481,0.517057486,0.810896643
Fibroblasts_tumorfront_aggregatedNeighbors.Vessel,61,0.012104667,0.644886307,0.544370146,0.810896643
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,89,-0.00445628,0.642637397,0.340778614,0.810896643
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,85,-0.007792196,0.643113864,0.467077467,0.810896643
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.DCs,81.5,-0.002762301,0.638038431,0.601667707,0.810896643
B cells_tumorfront_aggregatedNeighbors.B.cells,77.5,-0.022719204,0.635914756,0.771080992,0.810896643
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,79,0.007752458,0.651247921,0.707393282,0.816202164
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,76,-0.007343579,0.653832701,0.839722428,0.816754948
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Monocytes,76.5,-0.00428429,0.656088177,0.816970046,0.816894102
Tumor proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,82,-0.02496373,0.680576493,0.583360467,0.836450464
Vessel_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,86,-0.003380802,0.678572074,0.43573066,0.836450464
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.DCs,68,0.002001863,0.675912705,0.829031221,0.836450464
B cells_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,72.5,-0.011117935,0.677232857,1,0.836450464
Tumor proliferating_intratumor_aggregatedNeighbors.Vessel,63,0.001485781,0.686766176,0.592721613,0.84126363
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,78,-0.005584005,0.688908799,0.750831884,0.84126363
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.Granulocytes,60,0.014187641,0.692262451,0.506720515,0.842658128
B cells_tumorfront_aggregatedNeighbors.Vessel,63,0.017402171,0.699148306,0.623302663,0.848329633
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating,61.5,-0.041555274,0.715606618,0.563278399,0.865543243
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,81,-0.004862851,0.721878269,0.623604884,0.870365887
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.Granulocytes,65,0.011030818,0.734418982,0.675213002,0.879437469
Vessel_stromal_aggregatedNeighbors.Myeloid.DCs,60.5,0.000561646,0.733730515,0.525282722,0.879437469
CD4 T cells memory_stromal_aggregatedNeighbors.B.cells,70,0.009246469,0.739632829,0.930927508,0.879437469
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,51.5,0.001399155,0.738294928,0.247182908,0.879437469
Myeloid Monocytes_stromal_aggregatedNeighbors.B.cells,74,0.009607919,0.740943379,0.930927508,0.879437469
Vessel_intratumor_aggregatedNeighbors.CD8.T.cells,77,-0.007777778,0.743760591,0.651291045,0.880039705
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,79,-0.009064329,0.746842163,0.705987006,0.880950043
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.DCs,79,0.002620562,0.755282369,0.703996317,0.888156119
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Granulocytes,66,0.0083592,0.766693261,0.746312762,0.898800407
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,81,-0.004645832,0.77495486,0.623302663,0.902929057
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,62,0.012098317,0.773553047,0.583360467,0.902929057
B cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,80,0.004925545,0.77960184,0.665005542,0.905574089
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,71.5,-0.001714081,0.783732925,1,0.907605607
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.Granulocytes,66,0.00834618,0.791624516,0.750569617,0.90935816
B cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,89.5,-0.008167885,0.787688068,0.273141204,0.90935816
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.B.cells,92,-0.001038938,0.792406585,0.251392966,0.90935816
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.DCs,70.5,0.000619336,0.807419222,0.953859389,0.917763159
Myeloid M1 macrophages_stromal_aggregatedNeighbors.B.cells,81,0.010212172,0.804539599,0.623302663,0.917763159
Myeloid Granulocytes_stromal_aggregatedNeighbors.B.cells,59,-0.006093609,0.809365935,0.468546375,0.917763159
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,73.5,-0.00431216,0.807001655,0.953899589,0.917763159
Vessel_stromal_aggregatedNeighbors.B.cells,76,-0.002450487,0.819041851,0.839859973,0.923239483
Myeloid DCs_stromal_aggregatedNeighbors.B.cells,83,-0.005109656,0.818091558,0.541276624,0.923239483
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,76,-0.001957219,0.822561012,0.83982562,0.924471226
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Monocytes,76,-0.001687971,0.829860971,0.831724332,0.929932441
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,62.5,0.00879642,0.833197562,0.603174185,0.930933346
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,93,0.004345717,0.842939608,0.236584093,0.939048698
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,71,-0.001142051,0.847854992,0.976970255,0.939048698
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,70.5,0.008591101,0.845758987,0.953949692,0.939048698
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,78,-0.00126357,0.855498531,0.750831884,0.940203647
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,78,-0.00385215,0.856300959,0.750622137,0.940203647
Myeloid DCs_stromal_aggregatedNeighbors.Fibroblasts,64.5,0.008339854,0.852496863,0.686041334,0.940203647
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,80,0.000705464,0.871438593,0.665005542,0.945350356
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.DCs,77.5,-0.000849936,0.874199449,0.772781949,0.945350356
Vessel_stromal_aggregatedNeighbors.Myeloid.Monocytes,66,-0.000429076,0.881765735,0.750831884,0.945350356
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.proliferating,86,0.002578577,0.879449505,0.43573066,0.945350356
CD4 T cells memory_tumorfront_aggregatedNeighbors.B.cells,83,0.001378603,0.885800727,0.543492632,0.945350356
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,84.5,-0.003347704,0.871771839,0.480096109,0.945350356
CD4 T cells regulatory_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,90.5,-0.003056511,0.884787633,0.297750373,0.945350356
CD8 T cells_stromal_aggregatedNeighbors.B.cells,79,0.005507044,0.877702503,0.707210997,0.945350356
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD8.T.cells,67,0.004436884,0.870474754,0.795012172,0.945350356
Myeloid DCs_tumorfront_aggregatedNeighbors.B.cells,81,-0.00114342,0.884761444,0.592721613,0.945350356
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,68,-0.002372079,0.896603546,0.839859973,0.954206567
B cells_stromal_aggregatedNeighbors.B.cells,79,-0.008726151,0.899575665,0.707210997,0.954702865
Tumor proliferating_tumorfront_aggregatedNeighbors.B.cells,76,-6.33E-05,0.905342345,0.816285279,0.958153981
Vessel_stromal_aggregatedNeighbors.Myeloid.Granulocytes,66,0.001427802,0.915621742,0.750831884,0.964882706
CD4 T cells memory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,79,0.001539292,0.916765196,0.707453968,0.964882706
CD4 T cells regulatory_stromal_aggregatedNeighbors.B.cells,85,0.002349223,0.923140436,0.470389917,0.968847864
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,66.5,0.0029774,0.925618431,0.772781949,0.968847864
Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells,72.5,0.000504863,0.930736175,1,0.971535569
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Monocytes,66,-0.000414713,0.935248154,0.750831884,0.973577997
B cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,72,-1.17E-05,0.942102812,1,0.975383618
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.B.cells,99,0.000533103,0.941594626,0.125198226,0.975383618
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.DCs,72,-0.000155227,0.947291559,1,0.978097788
Myeloid DCs_tumorfront_aggregatedNeighbors.Vessel,83.5,-0.001897129,0.951794719,0.525282722,0.980091319
Vessel_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,77,0.000128269,0.984795962,0.795012172,0.990485928
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Granulocytes,65,-0.000678637,0.973817497,0.707453968,0.990485928
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Monocytes,73,-6.28E-05,0.985126122,0.976970255,0.990485928
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,87,-0.000399278,0.982260907,0.402503824,0.990485928
B cells_stromal_aggregatedNeighbors.Myeloid.DCs,78,-6.37E-05,0.9807537,0.747846333,0.990485928
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,77,-0.000334399,0.970651623,0.795012172,0.990485928
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs,78,0.001634806,0.970941337,0.750411859,0.990485928
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,73,0.000763305,0.978874208,0.976950209,0.990485928
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.DCs,74,6.15E-05,0.985286526,0.929118334,0.990485928
Fibroblasts_stromal_aggregatedNeighbors.Fibroblasts,70,0.000599885,0.990122332,0.930987447,0.991695619
B cells_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,106,0.000179001,0.991695619,0.053046278,0.991695619
