,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,65,-0.001605354,0.626099621,0.714707604,0.977884134
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells,83,-0.035450156,0.303695076,0.523747591,0.977884134
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,64,0.003447784,0.615387442,0.685068995,0.977884134
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,65,0.008298185,0.557583718,0.726983763,0.977884134
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,52,0.011514505,0.567265842,0.270881967,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,79,-0.004279176,0.440897721,0.679481439,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Vessel,57,0.029173898,0.511606217,0.417200283,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,82,-0.016640888,0.606400646,0.562002346,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.B.cells,66,0.004332166,0.716490794,0.77205897,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD8.T.cells,89,-0.030801803,0.266259466,0.324662739,0.977884134
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.Granulocytes,50,0.02309102,0.274662888,0.218040562,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Vessel,51,0.046088176,0.211650826,0.246565884,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,77.5,-0.014310885,0.68605132,0.749938622,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,83,-0.017475717,0.444424099,0.523837893,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,81,-0.017365904,0.434265113,0.602068014,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,46,0.005528185,0.202787751,0.114401347,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,75.5,0.011394696,0.507868256,0.833302595,0.977884134
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,65,-0.005121432,0.714370799,0.714642002,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive,65.5,0.01420519,0.635943604,0.749938622,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory,77.5,-0.011214362,0.721763462,0.749938622,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,42,0.006011853,0.312114269,0.067054303,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.CD8.T.cells,63.5,0.018227819,0.404308716,0.663770658,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,49,0.043844831,0.2867998,0.196908288,0.977884134
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.DCs,75,-0.012942768,0.252142417,0.858307305,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,72,-0.015854412,0.637520205,1,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,61,0.015010762,0.280587241,0.535623453,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,78.5,-0.01638082,0.503201003,0.70432699,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,61.5,0.021991101,0.367884865,0.571664147,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,78,-0.018608736,0.480485538,0.726001355,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,58.5,0.001742068,0.716479884,0.41875104,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.B.cells,80.5,-0.004500302,0.39954393,0.517398443,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,72.5,-0.030272962,0.433899459,0.976456086,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,80,-0.007423639,0.608372707,0.636711356,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,74.5,0.048941871,0.408982113,0.88268922,0.977884134
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,61,0.006340782,0.723731504,0.560202947,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.Tumor.non.proliferating,66,-0.002714,0.570905702,0.752197522,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.Vessel,54.5,0.036085368,0.287810664,0.338570392,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.memory,71,-0.01607757,0.720831009,1,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,57,0.004379179,0.52153019,0.386056067,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.B.cells,80.5,-0.011486073,0.418221685,0.618005762,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.CD8.T.cells,84.5,-0.017676141,0.385401668,0.468648616,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,86,-0.009647984,0.393960065,0.416286461,0.977884134
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.Granulocytes,75,0.013830439,0.619067813,0.858307305,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.proliferating,70.5,-0.00567462,0.513388216,0.972465142,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Vessel,61,-0.053124087,0.523318536,0.561404989,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,65,0.013729191,0.536619284,0.723229134,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.B.cells,74.5,-0.007129756,0.291416282,0.862978901,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.CD8.T.cells,90,-0.038892824,0.196589925,0.29106411,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,76,0.014157488,0.609059253,0.814503663,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,65,0.00498583,0.684732984,0.714576355,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,86,-0.015228253,0.448121362,0.404767593,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.DCs,67,0.009017407,0.65687698,0.809872159,0.977884134
Myeloid DCs_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,49,0.017656217,0.578572898,0.190461553,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.Tumor.non.proliferating,64,0.001836644,0.706455712,0.681376828,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.Vessel,55,0.037668609,0.375067341,0.35393446,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.Fibroblasts,89,-0.028628061,0.438493535,0.324662739,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.memory,72,-0.014363583,0.61333927,1,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.CD8.T.cells,79,-0.016946389,0.506484387,0.685068995,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,68,0.008753137,0.476475528,0.86201507,0.977884134
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.Granulocytes,45,0.025327814,0.242137841,0.131641113,0.977884134
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,66,-0.002194916,0.617533882,0.760657487,0.977884134
Myeloid Monocytes_tumorfront_aggregatedNeighbors.B.cells,80,-0.00369705,0.494571019,0.634018696,0.977884134
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells,77,-0.036127025,0.312983607,0.771914287,0.977884134
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,45,0.022260472,0.165034179,0.131893273,0.977884134
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,59,0.003726247,0.604453961,0.485956204,0.977884134
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.B.cells,73,-0.001488222,0.739039152,0.953597207,0.984524185
CD8 T cells_tumorfront_aggregatedNeighbors.Tumor.proliferating,67.5,0.006721224,0.747952137,0.838962944,0.986054548
Myeloid Monocytes_stromal_aggregatedNeighbors.Myeloid.DCs,57,0.001930383,0.747724639,0.413725878,0.986054548
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,79.5,0.00546152,0.747606513,0.651987828,0.986054548
Myeloid DCs_stromal_aggregatedNeighbors.Myeloid.DCs,70,-0.006423144,0.752867389,0.952049188,0.989111984
Tumor non-proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,68,0.007752372,0.871753563,0.86201507,0.992189939
Tumor non-proliferating_stromal_aggregatedNeighbors.Tumor.non.proliferating,78.5,0.00734169,0.882437262,0.705747222,0.992189939
Tumor non-proliferating_stromal_aggregatedNeighbors.Fibroblasts,68.5,0.011505342,0.814146747,0.884811253,0.992189939
Tumor non-proliferating_stromal_aggregatedNeighbors.CD4.T.cells.memory,68,-0.002385832,0.931194671,0.86141729,0.992189939
Tumor non-proliferating_stromal_aggregatedNeighbors.B.cells,68,0.001991831,0.854768798,0.856837804,0.992189939
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,72,-0.000406139,0.792255374,1,0.992189939
Tumor proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,67,0.024288444,0.790074993,0.816578429,0.992189939
Tumor proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,63,0.01179732,0.884737881,0.642722308,0.992189939
Tumor proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,69,0.009518124,0.901226448,0.907733151,0.992189939
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,74,0.000120907,0.94238564,0.901451931,0.992189939
Tumor proliferating_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,70,0.000531475,0.891982257,0.952546084,0.992189939
Vessel_intratumor_aggregatedNeighbors.Tumor.proliferating,65,-0.012414252,0.890512753,0.665186453,0.992189939
Vessel_stromal_aggregatedNeighbors.Fibroblasts,73,0.007576495,0.808988765,0.953799173,0.992189939
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.naive,67,0.001590739,0.922804306,0.816735158,0.992189939
Vessel_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,72,0.001027976,0.868682825,1,0.992189939
Vessel_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,69,0.007413021,0.781950143,0.907753122,0.992189939
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,61.5,-0.000248658,0.864723638,0.581224069,0.992189939
Fibroblasts_stromal_aggregatedNeighbors.Fibroblasts,67,0.010446086,0.857797742,0.816735158,0.992189939
Fibroblasts_stromal_aggregatedNeighbors.CD4.T.cells.naive,68,0.00558267,0.875509432,0.86201507,0.992189939
Fibroblasts_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,74,-0.000404058,0.855286043,0.907733151,0.992189939
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.DCs,60,0.000238533,0.840998858,0.523566833,0.992189939
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,74,-0.00752458,0.809083931,0.907753122,0.992189939
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,56,-0.000407244,0.863104566,0.381173054,0.992189939
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.naive,62,0.007611983,0.847785495,0.602068014,0.992189939
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,69,0.005834927,0.818525927,0.907733151,0.992189939
CD4 T cells naive_tumorfront_aggregatedNeighbors.B.cells,64,-0.002598457,0.81229118,0.683765124,0.992189939
CD4 T cells memory_stromal_aggregatedNeighbors.Vessel,64,0.00752013,0.769087196,0.685068995,0.992189939
CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts,83,-0.006391363,0.881338228,0.523928145,0.992189939
CD4 T cells memory_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,76.5,-0.003389339,0.910856141,0.794268992,0.992189939
CD4 T cells memory_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,72,0.000809805,0.911574145,1,0.992189939
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.memory,77.5,-0.004728886,0.915352626,0.749464162,0.992189939
CD4 T cells regulatory_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,70,0.001608886,0.835965059,0.948423057,0.992189939
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,49.5,0.004398688,0.878137555,0.207177827,0.992189939
B cells_stromal_aggregatedNeighbors.CD4.T.cells.naive,65,0.005712729,0.870958921,0.72806935,0.992189939
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,66,-0.000936639,0.763338492,0.683344457,0.992189939
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.proliferating,64,0.009043748,0.866366157,0.683699505,0.992189939
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.naive,64,0.003608285,0.919604059,0.685068995,0.992189939
CD8 T cells_stromal_aggregatedNeighbors.CD4.T.cells.memory,76,-0.00515953,0.863940803,0.816735158,0.992189939
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.DCs,54.5,-0.00065359,0.818686503,0.338990955,0.992189939
CD8 T cells_tumorfront_aggregatedNeighbors.Fibroblasts,76,-0.004304419,0.807286809,0.816735158,0.992189939
CD8 T cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,61,-0.000424145,0.831933204,0.551778167,0.992189939
CD8 T cells_tumorfront_aggregatedNeighbors.B.cells,80.5,0.000664896,0.942279261,0.619717377,0.992189939
CD8 T cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,85,0.000521607,0.911788563,0.451246298,0.992189939
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Vessel,66,0.004555888,0.896038952,0.77205897,0.992189939
Myeloid M1 macrophages_stromal_aggregatedNeighbors.Fibroblasts,70,0.007699713,0.808756543,0.953799173,0.992189939
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,68,-0.007657128,0.796746118,0.86201507,0.992189939
Myeloid M1 macrophages_stromal_aggregatedNeighbors.B.cells,71.5,0.00208221,0.857002395,1,0.992189939
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD8.T.cells,71,-0.006355909,0.793915073,1,0.992189939
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,69,0.003649233,0.908103994,0.907753122,0.992189939
Myeloid M1 macrophages_tumorfront_aggregatedNeighbors.Myeloid.DCs,82.5,0.001557211,0.826314815,0.535418254,0.992189939
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Fibroblasts,68,0.006426569,0.855326754,0.86201507,0.992189939
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,60,0.008322427,0.802064714,0.523928145,0.992189939
Myeloid M2 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,69.5,0.000558998,0.88366366,0.929450186,0.992189939
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,72.5,0.004014954,0.78976434,0.976013758,0.992189939
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.B.cells,67,0.000546537,0.882406264,0.800531171,0.992189939
Myeloid M2 macrophages_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,73,-0.002035746,0.902489996,0.953226897,0.992189939
Myeloid Granulocytes_stromal_aggregatedNeighbors.Vessel,72,-0.004505041,0.929075246,1,0.992189939
Myeloid Granulocytes_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,74,-0.00147284,0.927662548,0.907046338,0.992189939
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Vessel,65.5,0.014788387,0.788993321,0.749938622,0.992189939
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,67,0.005077727,0.860735574,0.816303183,0.992189939
Myeloid Granulocytes_tumorfront_aggregatedNeighbors.Myeloid.DCs,77,-0.00095205,0.924321971,0.765995408,0.992189939
Myeloid DCs_stromal_aggregatedNeighbors.Fibroblasts,71,0.003810153,0.88944527,1,0.992189939
Myeloid DCs_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,69,0.00461442,0.932321485,0.90755283,0.992189939
Myeloid DCs_tumorfront_aggregatedNeighbors.Fibroblasts,75,0.006274555,0.792607734,0.858307305,0.992189939
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,73.5,0.008046159,0.84851403,0.930429639,0.992189939
Myeloid DCs_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,68,-0.00066294,0.905548627,0.849705033,0.992189939
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.naive,68,-0.002607801,0.940876744,0.86201507,0.992189939
Myeloid Monocytes_stromal_aggregatedNeighbors.B.cells,80,0.00327069,0.833109221,0.643011484,0.992189939
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts,65,0.004974026,0.83415143,0.728126128,0.992189939
Myeloid Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,67,-0.001707986,0.942710651,0.816578429,0.992189939
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,74,0.004614638,0.758032756,0.907046338,0.992189939
Myeloid Monocytes_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,65.5,0.005140454,0.805841873,0.748131922,0.992189939
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,61,0.001152291,0.948626512,0.562342605,0.992930497
B cells_tumorfront_aggregatedNeighbors.CD8.T.cells,66.5,0.003641477,0.948430947,0.792676098,0.992930497
Tumor non-proliferating_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,70,0.000388026,0.954585891,0.952535209,0.993058175
Tumor non-proliferating_tumorfront_aggregatedNeighbors.Tumor.proliferating,67,-0.001292769,0.97337564,0.816735158,0.993058175
Tumor proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,61,0.000206782,0.974813012,0.555027024,0.993058175
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,56,7.29E-05,0.963732144,0.382744035,0.993058175
CD4 T cells regulatory_stromal_aggregatedNeighbors.B.cells,60.5,-0.000701173,0.965478639,0.53986585,0.993058175
B cells_stromal_aggregatedNeighbors.CD8.T.cells,64,0.001223252,0.972581233,0.685068995,0.993058175
B cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,56,0.000463135,0.974338849,0.384820774,0.993058175
CD8 T cells_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,78,0.000602056,0.958506523,0.728126128,0.993058175
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,86,-0.000728903,0.970864624,0.41730156,0.993058175
Myeloid DCs_stromal_aggregatedNeighbors.CD4.T.cells.naive,66.5,0.00118337,0.969798292,0.794093814,0.993058175
Myeloid M1 macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,66,-0.001051305,0.9804709,0.77205897,0.993509077
Myeloid Monocytes_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,69.5,7.85E-05,0.978702055,0.929450186,0.993509077
CD4 T cells regulatory_stromal_aggregatedNeighbors.Tumor.non.proliferating,49,-7.03E-05,0.986483365,0.154701855,0.995493165
Myeloid M2 macrophages_stromal_aggregatedNeighbors.Myeloid.DCs,49,-8.20E-05,0.987654636,0.19899707,0.995493165
CD4 T cells regulatory_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,59.5,-0.000136793,0.991355413,0.499877233,0.995753699
CD8 T cells_stromal_aggregatedNeighbors.CD8.T.cells,70,0.000309321,0.994244864,0.953799173,0.995753699
Myeloid Granulocytes_stromal_aggregatedNeighbors.Tumor.non.proliferating,56.5,-2.51E-05,0.995753699,0.348262728,0.995753699
