,Statistic,p-value ttest,p-value mannwhitneyu
M2.macrophages_intratumor_pSTAT1,699.0,0.47032697622250397,0.3892308188757384
M2.macrophages_intratumor_pSTAT3,541.0,0.5852575373634561,0.3403515328756579
M2.macrophages_intratumor_pp38,643.0,0.9650711743018475,0.8306962976803955
M2.macrophages_intratumor_VEGF,655.0,0.847649842924125,0.7244668405000345
M2.macrophages_intratumor_pS6,706.0,0.39842668715790797,0.3462368366378801
M2.macrophages_intratumor_CD36,850.0,0.014413422897562547,0.009156533708932317
M2.macrophages_intratumor_E.Cadherin,768.0,0.17872913794928055,0.09722435085049716
M2.macrophages_intratumor_CD44,691.0,0.266988357687692,0.4421573308513257
M2.macrophages_stromal_pMAPKAPK2,623.5,0.7825068304505114,1.0
M2.macrophages_stromal_pNFkB,559.5,0.35657586847660716,0.45950494433597366
M2.macrophages_stromal_Ki67,574.5,0.2411847215362568,0.571187189873888
M2.macrophages_stromal_GranzymeB,468.5,0.04793170156992324,0.07323400846016903
M2.macrophages_stromal_pCREB,569.5,0.3746374258856071,0.5325684517101917
M2.macrophages_stromal_pERK,498.5,0.17237540164867396,0.14855541134510303
M2.macrophages_stromal_pSTAT1,723.5,0.6817457317106447,0.2525551814464764
M2.macrophages_stromal_pSTAT3,585.5,0.6982680475601988,0.6605351181639751
M2.macrophages_stromal_pp38,583.5,0.5714699672085929,0.6438741429668018
M2.macrophages_stromal_VEGF,468.5,0.16937065999002782,0.07323400846016903
M2.macrophages_stromal_pS6,455.5,0.0368355757296934,0.0521839108085423
M2.macrophages_stromal_CD36,686.5,0.3591645013457533,0.47365314561701455
M2.macrophages_stromal_E.Cadherin,639.5,0.7430443021812434,0.862369764661438
M2.macrophages_stromal_CD44,762.5,0.05685036465662979,0.11073531979859538
M2.macrophages_tumorfront_pMAPKAPK2,546.5,0.35962533563043675,0.37351626828852735
M2.macrophages_tumorfront_pNFkB,560.5,0.33859703365986504,0.46654928165600096
M2.macrophages_tumorfront_Ki67,614.5,0.96227487901809,0.9171574389921321
M2.macrophages_tumorfront_GranzymeB,602.5,0.7075769089061541,0.808236502868115
M2.macrophages_tumorfront_pCREB,515.5,0.11886345857661801,0.21196511397223994
M2.macrophages_tumorfront_pERK,463.5,0.0250649287595756,0.06443533527875488
M2.macrophages_tumorfront_pSTAT1,724.5,0.5824947095904834,0.24779476189071892
M2.macrophages_tumorfront_pSTAT3,569.5,0.2611407530035919,0.5325684517101917
M2.macrophages_tumorfront_pp38,581.5,0.6345005123884022,0.6273902438456191
M2.macrophages_tumorfront_VEGF,506.5,0.14031762360599376,0.176312912037069
M2.macrophages_tumorfront_pS6,508.5,0.11721952342605435,0.18382136341357458
M2.macrophages_tumorfront_CD36,679.5,0.5328242935206408,0.5250063538881306
M2.macrophages_tumorfront_E.Cadherin,697.5,0.994563429329446,0.39884976563547647
M2.macrophages_tumorfront_CD44,731.5,0.36296021528912414,0.21622712691482637
Monocytes_intratumor_pMAPKAPK2,564.0,0.2597971249384367,0.4841957462904338
Monocytes_intratumor_pNFkB,560.0,0.15065230294367662,0.45530495789281744
Monocytes_intratumor_Ki67,585.0,0.9686066549902614,0.6507913665016938
Monocytes_intratumor_GranzymeB,569.0,0.32855639153524807,0.5216638056193569
Monocytes_intratumor_pCREB,596.0,0.3157602024052428,0.7464447506015484
Monocytes_intratumor_pERK,520.0,0.3285993725575105,0.2236424722678907
Monocytes_intratumor_pSTAT1,598.0,0.8844584185914403,0.7643176564894711
Monocytes_intratumor_pSTAT3,595.0,0.27946561607742626,0.737558511420868
Monocytes_intratumor_pp38,559.0,0.4029528688920877,0.44823691396596155
Monocytes_intratumor_VEGF,645.0,0.5499200244231612,0.80953310925418
Monocytes_intratumor_pS6,543.0,0.1889255190698054,0.3439051667585976
Monocytes_intratumor_CD36,593.0,0.7213790587372063,0.7198919363861991
Monocytes_intratumor_E.Cadherin,623.0,0.7815825377684115,0.9953094700665881
Monocytes_intratumor_CD44,648.0,0.7060350507980138,0.7823170085763587
Monocytes_tumorfront_pMAPKAPK2,556.5,0.3113826798424036,0.4318514051896931
Monocytes_tumorfront_pNFkB,536.5,0.26043991742628003,0.3074143619401376
Monocytes_tumorfront_Ki67,563.5,0.9066202527862566,0.481491825447971
Monocytes_tumorfront_GranzymeB,602.5,0.48806769929960714,0.8053982940285958
Monocytes_tumorfront_pCREB,548.5,0.20975296122778153,0.3789235212903326
Monocytes_tumorfront_pERK,484.5,0.07765420066265125,0.10295075147099417
Monocytes_tumorfront_pSTAT1,652.5,0.7574380057584666,0.7425418965638257
Monocytes_tumorfront_pSTAT3,532.5,0.11313899358631285,0.2857057117691899
Monocytes_tumorfront_pp38,574.5,0.48931179528724333,0.5653887593880649
Monocytes_tumorfront_VEGF,550.5,0.2681282964598031,0.39176662903186155
Monocytes_tumorfront_pS6,528.5,0.14928421770339723,0.26505765497841893
Monocytes_tumorfront_CD36,584.5,0.6015761168262088,0.6472841319005016
Monocytes_tumorfront_E.Cadherin,622.5,0.9365588368692053,0.990639630129856
Monocytes_tumorfront_CD44,684.5,0.5169063357632362,0.481491825447971
Tumor.non.proliferating_intratumor_pMAPKAPK2,525.0,0.34187912655571673,0.2549989792817815
Tumor.non.proliferating_intratumor_pNFkB,760.0,0.41667491334562035,0.11737848564816289
Tumor.non.proliferating_intratumor_Ki67,521.0,0.06893815775111628,0.23620884907680095
Tumor.non.proliferating_intratumor_GranzymeB,658.0,0.43378016695942134,0.6986566289674558
Tumor.non.proliferating_intratumor_pCREB,594.0,0.6616307951502904,0.7331717161280784
Tumor.non.proliferating_intratumor_pERK,565.0,0.3063398540135396,0.49901470054845254
Tumor.non.proliferating_intratumor_pSTAT1,785.0,0.07214470369287447,0.06362782331588263
Tumor.non.proliferating_intratumor_pSTAT3,590.0,0.7052498843106165,0.6986566289674558
Tumor.non.proliferating_intratumor_pp38,710.0,0.6469418485816522,0.32312339906531407
Tumor.non.proliferating_intratumor_VEGF,671.0,0.5309675642604301,0.5910149517317935
Tumor.non.proliferating_intratumor_pS6,689.0,0.5112224259353239,0.4560430047913203
Tumor.non.proliferating_intratumor_CD36,838.0,0.23316985133549506,0.013615136326275031
Tumor.non.proliferating_intratumor_E.Cadherin,722.0,0.38576402247107167,0.259854635493349
Tumor.non.proliferating_intratumor_CD44,603.0,0.9728240823894929,0.812731880577161
Tumor.non.proliferating_stromal_pMAPKAPK2,484.0,0.25614773900584,0.10658779942092343
Tumor.non.proliferating_stromal_pNFkB,574.0,0.5632670120397605,0.5669081542623051
Tumor.non.proliferating_stromal_Ki67,559.0,0.3129820832309651,0.4555892510116871
Tumor.non.proliferating_stromal_GranzymeB,634.0,0.6749467152935666,0.9124926258352812
Tumor.non.proliferating_stromal_pCREB,513.0,0.5642845966438026,0.20116034229103097
Tumor.non.proliferating_stromal_pERK,474.0,0.5202662594471956,0.083737404479853
Tumor.non.proliferating_stromal_pSTAT1,570.0,0.6439282772851069,0.5359937511041698
Tumor.non.proliferating_stromal_pSTAT3,582.0,0.7943929113168785,0.631179216751405
Tumor.non.proliferating_stromal_pp38,572.0,0.8591178566282153,0.5513444352409328
Tumor.non.proliferating_stromal_VEGF,515.0,0.5516686348237912,0.2094363272590205
Tumor.non.proliferating_stromal_pS6,458.0,0.09399089742878765,0.05555795037069072
Tumor.non.proliferating_stromal_CD36,573.0,0.2996883789287856,0.5591000013273434
Tumor.non.proliferating_stromal_E.Cadherin,505.0,0.26162324293176004,0.17043859748201806
Tumor.non.proliferating_stromal_CD44,728.0,0.19729355804904805,0.23119844669592904
Tumor.non.proliferating_tumorfront_pMAPKAPK2,490.0,0.0700401653646919,0.12288903724039862
Tumor.non.proliferating_tumorfront_pNFkB,596.0,0.7008383049593333,0.750638936025578
Tumor.non.proliferating_tumorfront_Ki67,636.0,0.9286273074836984,0.8942749011907618
Tumor.non.proliferating_tumorfront_GranzymeB,630.0,0.7436496038975919,0.9493210624518644
Tumor.non.proliferating_tumorfront_pCREB,503.0,0.17687643079247095,0.1637623819222408
Tumor.non.proliferating_tumorfront_pERK,452.0,0.01242256873897368,0.0474907052971105
Tumor.non.proliferating_tumorfront_pSTAT1,746.0,0.21179285626610536,0.16029357795454868
Tumor.non.proliferating_tumorfront_pSTAT3,481.0,0.06006419932629613,0.09960610968963711
Tumor.non.proliferating_tumorfront_pp38,575.0,0.535063417247903,0.5751532211296402
Tumor.non.proliferating_tumorfront_VEGF,524.0,0.31180813916153344,0.2502067772474761
Tumor.non.proliferating_tumorfront_pS6,641.0,0.7815676565900553,0.8487777251044815
Tumor.non.proliferating_tumorfront_CD36,689.0,0.8089903772726106,0.4560430047913203
Tumor.non.proliferating_tumorfront_E.Cadherin,644.0,0.9498320730296609,0.821709374303958
Tumor.non.proliferating_tumorfront_CD44,688.0,0.3894855265308267,0.46305714837905776
Tumor.proliferating_intratumor_pMAPKAPK2,600.5,0.6843823895868,0.7903962682428252
Tumor.proliferating_intratumor_pNFkB,683.5,0.45091207118221965,0.49534979921416245
Tumor.proliferating_intratumor_Ki67,604.5,0.8694338053622586,0.8262055370996483
Tumor.proliferating_intratumor_GranzymeB,707.5,0.6278265042003075,0.33746951929622904
Tumor.proliferating_intratumor_pCREB,561.5,0.48424782353361195,0.4736865189786037
Tumor.proliferating_intratumor_pERK,469.5,0.18215320299061427,0.07512866473560914
Tumor.proliferating_intratumor_pSTAT1,757.5,0.2611969118908978,0.12429461230935514
Tumor.proliferating_intratumor_pSTAT3,533.5,0.24277732923646053,0.29830664275801144
Tumor.proliferating_intratumor_pp38,667.5,0.7214812972549404,0.6192432868142022
Tumor.proliferating_intratumor_VEGF,616.5,0.917879300881113,0.9355258883451537
Tumor.proliferating_intratumor_pS6,641.5,0.9532552525235329,0.8442517293788568
Tumor.proliferating_intratumor_CD36,793.5,0.08041061691437731,0.05081683264823806
Tumor.proliferating_intratumor_E.Cadherin,759.5,0.15266976249125816,0.11873450754481862
Tumor.proliferating_intratumor_CD44,722.5,0.16235683153741837,0.2574148744117293
Tumor.proliferating_tumorfront_pMAPKAPK2,504.5,0.15415251219075674,0.16906766129748008
Tumor.proliferating_tumorfront_pNFkB,621.5,0.6312912006314049,0.9815603737061501
Tumor.proliferating_tumorfront_Ki67,501.5,0.2662405258446816,0.15857664933913052
Tumor.proliferating_tumorfront_GranzymeB,593.5,0.7093849359261593,0.7288238260736085
Tumor.proliferating_tumorfront_pCREB,548.5,0.40131037336009423,0.38609197913495585
Tumor.proliferating_tumorfront_pERK,527.5,0.08893218103222687,0.26725348258694115
Tumor.proliferating_tumorfront_pSTAT1,738.5,0.3814917332914223,0.18769653692407273
Tumor.proliferating_tumorfront_pSTAT3,555.5,0.17371395593945704,0.4319659950787149
Tumor.proliferating_tumorfront_pp38,591.5,0.6501670595273653,0.7115291075623172
Tumor.proliferating_tumorfront_VEGF,503.5,0.2132720686175795,0.16551431234521197
Tumor.proliferating_tumorfront_pS6,532.5,0.4287623402320524,0.29297028442887085
Tumor.proliferating_tumorfront_CD36,670.5,0.9547405370475777,0.5950085064966725
Tumor.proliferating_tumorfront_E.Cadherin,702.5,0.49753269369733577,0.36737813914511785
Tumor.proliferating_tumorfront_CD44,734.5,0.15730838452912219,0.20365800203354156
Vessel_stromal_pMAPKAPK2,507.0,0.26081043149783373,0.17820462490868583
Vessel_stromal_pNFkB,475.0,0.1133160019867467,0.08614305829870078
Vessel_stromal_Ki67,443.0,0.05259565106879185,0.036987332317646546
Vessel_stromal_GranzymeB,445.0,0.052758106304197805,0.03913245578060386
Vessel_stromal_pCREB,429.0,0.03750236875360409,0.024595873487448804
Vessel_stromal_pERK,408.0,0.009812990344924178,0.012760918051715708
Vessel_stromal_pSTAT1,557.0,0.6463303136127789,0.4421955968088217
Vessel_stromal_pSTAT3,418.0,0.020871909237150318,0.01755797532141365
Vessel_stromal_pp38,496.0,0.32821626641194157,0.14063717495834543
Vessel_stromal_VEGF,433.0,0.138329812267974,0.027703022551932625
Vessel_stromal_pS6,402.0,0.00690311495712788,0.01047594569289097
Vessel_stromal_CD36,594.0,0.8067773857237285,0.7331717161280784
Vessel_stromal_E.Cadherin,519.0,0.46605186105997976,0.2271901715283613
Vessel_stromal_CD44,681.0,0.12862918243934807,0.5138024673158623
Vessel_tumorfront_pMAPKAPK2,527.0,0.46452354285247865,0.2647739290937816
Vessel_tumorfront_pNFkB,566.0,0.5521994044093729,0.5063801957461189
Vessel_tumorfront_Ki67,499.0,0.34125600023588964,0.150220337397209
Vessel_tumorfront_GranzymeB,495.0,0.12446257844366211,0.1375494797234248
Vessel_tumorfront_pCREB,439.0,0.06978221760038579,0.03299625311616313
Vessel_tumorfront_pERK,435.0,0.02906564568984425,0.029379699531411452
Vessel_tumorfront_pSTAT1,624.0,0.8469961738630608,1.0
Vessel_tumorfront_pSTAT3,490.0,0.13048210359941959,0.12288903724039862
Vessel_tumorfront_pp38,579.0,0.9898970625863357,0.6070749025573434
Vessel_tumorfront_VEGF,464.0,0.14133092636888617,0.06529652713199245
Vessel_tumorfront_pS6,412.0,0.010715551011439324,0.014519479392371117
Vessel_tumorfront_CD36,701.0,0.096916168273516,0.3766673667547974
Vessel_tumorfront_E.Cadherin,548.0,0.6155137690878095,0.3829372039231541
Vessel_tumorfront_CD44,672.0,0.3590101117480541,0.5830589321407744
