,Statistic,p-value ttest,p-value mannwhitneyu
Fibroblasts_stromal_pCREB,809.0,0.014446750054015665,0.040077908212802146
Fibroblasts_stromal_pERK,698.0,0.8771875796494907,0.4375578509038419
Fibroblasts_stromal_pSTAT1,730.0,0.18756552377149205,0.2524749006197339
Fibroblasts_stromal_pSTAT3,788.0,0.03983839124175365,0.07007553859334129
Fibroblasts_stromal_pp38,723.0,0.17967553691974805,0.28739617148915886
Fibroblasts_stromal_VEGF,859.0,0.006945181114730418,0.008588859857407653
Fibroblasts_stromal_pS6,718.0,0.24212265401318817,0.3142493487404233
Fibroblasts_stromal_CD36,797.0,0.09465234991779588,0.05550118550207106
Fibroblasts_stromal_E.Cadherin,806.0,0.18595870795394345,0.04354527380404283
Fibroblasts_stromal_CD44,808.0,0.01288762705474091,0.04120672007836464
Fibroblasts_tumorfront_pMAPKAPK2,726.0,0.09266434295909633,0.27204978841047833
Fibroblasts_tumorfront_pNFkB,794.0,0.012605864098884072,0.060049682085530416
Fibroblasts_tumorfront_Ki67,658.0,0.6114319392973541,0.751789953826423
Fibroblasts_tumorfront_GranzymeB,747.0,0.3194276549418112,0.18028524104318977
Fibroblasts_tumorfront_pCREB,754.0,0.1135060862814208,0.15549564389956802
Fibroblasts_tumorfront_pERK,627.0,0.9567255670125503,0.9770617999641658
Fibroblasts_tumorfront_pSTAT1,647.0,0.5167537789252805,0.8494909099222699
Fibroblasts_tumorfront_pSTAT3,775.0,0.062102756622127525,0.09653124471292027
Fibroblasts_tumorfront_pp38,765.0,0.06861145204190415,0.12188809371164336
Fibroblasts_tumorfront_VEGF,811.0,0.028562187715542826,0.03789883236052313
Fibroblasts_tumorfront_pS6,726.0,0.2070355268199941,0.27204978841047833
Fibroblasts_tumorfront_CD36,724.0,0.2812339247943876,0.28221709023687536
Fibroblasts_tumorfront_E.Cadherin,694.0,0.33294100905305823,0.46519498257391645
Fibroblasts_tumorfront_CD44,663.0,0.4321016185487654,0.7085638997549297
Granulocytes_stromal_pMAPKAPK2,655.5,0.626245904638244,0.7728642134767959
Granulocytes_stromal_pNFkB,583.5,0.9945158230834428,0.5953633609182107
Granulocytes_stromal_Ki67,486.5,0.05967511846994383,0.09874551636644179
Granulocytes_stromal_GranzymeB,512.5,0.34891275346775674,0.1767625941737675
Granulocytes_stromal_pCREB,716.5,0.513341217113253,0.3207642229695069
Granulocytes_stromal_pERK,490.5,0.2696854315467098,0.10854109757507636
Granulocytes_stromal_pSTAT1,589.5,0.5844889149580464,0.6442185307059853
Granulocytes_stromal_pSTAT3,726.5,0.19069420640394522,0.2677146546804242
Granulocytes_stromal_pp38,669.5,0.984423606088487,0.6525204856796143
Granulocytes_stromal_VEGF,690.5,0.37585589771765004,0.4884896731318208
Granulocytes_stromal_pS6,607.5,0.9623650868769686,0.7994995984298982
Granulocytes_stromal_CD36,684.5,0.6396606825063331,0.5329942966853515
Granulocytes_stromal_E.Cadherin,650.5,0.828516941093122,0.8173891216993273
Granulocytes_stromal_CD44,676.5,0.14945747551982552,0.5953633609182107
Granulocytes_tumorfront_pMAPKAPK2,647.0,0.6289145517940324,0.8487878404507179
Granulocytes_tumorfront_pNFkB,676.0,0.6047269089164178,0.5990452692229085
Granulocytes_tumorfront_Ki67,528.0,0.14711015765192517,0.24084378161820363
Granulocytes_tumorfront_GranzymeB,523.0,0.4464233744984062,0.21845090359369101
Granulocytes_tumorfront_pCREB,708.0,0.5430238117665038,0.3704936563032165
Granulocytes_tumorfront_pERK,623.0,0.7274938556106756,0.9401267413531643
Granulocytes_tumorfront_pSTAT1,555.0,0.9777792235807811,0.38930268504313115
Granulocytes_tumorfront_pSTAT3,681.0,0.6638568974212931,0.5595222210170039
Granulocytes_tumorfront_pp38,701.0,0.6857994703400594,0.41526652556394783
Granulocytes_tumorfront_VEGF,783.0,0.027751646102118964,0.07803392005908691
Granulocytes_tumorfront_pS6,637.0,0.9329005916010158,0.9401267413531643
Granulocytes_tumorfront_CD36,653.0,0.453557990127353,0.7948652298827479
Granulocytes_tumorfront_E.Cadherin,846.0,0.017832269816076673,0.01276697413830051
Granulocytes_tumorfront_CD44,618.0,0.7660439647408785,0.8942820174913648
M1.macrophages_intratumor_pMAPKAPK2,760.0,0.48452043420128377,0.1359898138340723
M1.macrophages_intratumor_pNFkB,839.0,0.008778059239809132,0.016377436974953564
M1.macrophages_intratumor_Ki67,936.0,0.014453510975663487,0.00043625002748323856
M1.macrophages_intratumor_GranzymeB,896.0,0.0005249943852193355,0.0022385031194112983
M1.macrophages_intratumor_pCREB,869.0,0.009849830893766178,0.006036827157945736
M1.macrophages_intratumor_pERK,764.0,0.1436344973601916,0.12430730055623497
M1.macrophages_intratumor_pSTAT1,780.0,0.1267402951910088,0.0852243775876466
M1.macrophages_intratumor_pSTAT3,832.0,0.04503072009400829,0.020351420188356478
M1.macrophages_intratumor_pp38,771.0,0.09518619347825502,0.10576357316421155
M1.macrophages_intratumor_VEGF,837.0,0.013809157333408179,0.017436656254067942
M1.macrophages_intratumor_pS6,833.0,0.01024227933104738,0.01973660652547516
M1.macrophages_intratumor_CD36,791.0,0.022579242350646924,0.06463341609307875
M1.macrophages_intratumor_E.Cadherin,874.0,0.0032407081251642363,0.005057667446011671
M1.macrophages_intratumor_CD44,688.0,0.6495998576039166,0.5079845918003838
M1.macrophages_stromal_pMAPKAPK2,807.5,0.029675463375249622,0.04176400495862293
M1.macrophages_stromal_pNFkB,741.5,0.13301773672609488,0.2016981775921468
M1.macrophages_stromal_Ki67,761.5,0.11954194682403319,0.13186975888970778
