,Statistic,p-value ttest,p-value mannwhitneyu
M2.macrophages_intratumor_pCREB,861.0,0.01490506263127435,0.007995794615760382
M2.macrophages_intratumor_pERK,776.0,0.08121813348453807,0.09409224782853468
M2.macrophages_intratumor_pSTAT1,843.0,0.016710860029513133,0.014479977446509107
M2.macrophages_intratumor_pSTAT3,917.0,0.0014117908161638442,0.000978588969143547
M2.macrophages_intratumor_pp38,793.0,0.11865613327352499,0.061510817642727415
M2.macrophages_intratumor_VEGF,908.0,0.0010627695508764244,0.001407772763047288
M2.macrophages_intratumor_pS6,844.0,0.012228738734342747,0.014024435432759089
M2.macrophages_intratumor_CD36,700.0,0.1801511337869019,0.4238837784807614
M2.macrophages_intratumor_E.Cadherin,851.0,0.007636161267622202,0.01117487214416523
M2.macrophages_intratumor_CD44,659.0,0.887485596217069,0.7429607059724751
M2.macrophages_stromal_pMAPKAPK2,772.0,0.05845168269459695,0.10359327564895517
M2.macrophages_stromal_pNFkB,723.0,0.1582818028937383,0.28731533851123225
M2.macrophages_stromal_Ki67,723.0,0.719668774927918,0.28731533851123225
M2.macrophages_stromal_GranzymeB,720.0,0.2033331113234065,0.3032351847096014
M2.macrophages_stromal_pCREB,775.0,0.13438468882606283,0.0964753628527929
M2.macrophages_stromal_pERK,663.0,0.28917000027593814,0.708517256356205
M2.macrophages_stromal_pSTAT1,632.0,0.8090451225328079,0.9862335581335423
M2.macrophages_stromal_pSTAT3,831.0,0.008694649452609253,0.021090758317211588
M2.macrophages_stromal_pp38,750.0,0.5258025093703995,0.1692520527905096
M2.macrophages_stromal_VEGF,806.0,0.04938175956654622,0.0435100611794963
M2.macrophages_stromal_pS6,660.0,0.47403257719115466,0.7343542635001421
M2.macrophages_stromal_CD36,716.0,0.841653032355528,0.32535731098996834
M2.macrophages_stromal_E.Cadherin,762.0,0.6288122254655013,0.13036926367248108
M2.macrophages_stromal_CD44,814.0,0.01621170052734698,0.03478912294730224
M2.macrophages_tumorfront_pMAPKAPK2,667.0,0.5430277095715226,0.6746389570418166
M2.macrophages_tumorfront_pNFkB,781.0,0.11808134556867095,0.08346702492884528
M2.macrophages_tumorfront_Ki67,854.0,0.003860837469636354,0.010155352475813112
M2.macrophages_tumorfront_GranzymeB,819.0,0.009907507138081474,0.030162037057897047
M2.macrophages_tumorfront_pCREB,826.0,0.07669799797897875,0.024546642739316494
M2.macrophages_tumorfront_pERK,694.0,0.47189007296580265,0.46519498257391645
M2.macrophages_tumorfront_pSTAT1,682.0,0.51965695112336,0.5536455168697356
M2.macrophages_tumorfront_pSTAT3,790.0,0.06573747469861442,0.06659103841582442
M2.macrophages_tumorfront_pp38,674.0,0.9858301827211409,0.6168655926757294
M2.macrophages_tumorfront_VEGF,832.0,0.017075849433024943,0.02047813377093384
M2.macrophages_tumorfront_pS6,726.0,0.29839725092347896,0.27204978841047833
M2.macrophages_tumorfront_CD36,739.0,0.2044123610529522,0.21207919853583468
M2.macrophages_tumorfront_E.Cadherin,672.0,0.6105047575442342,0.6331518251097006
M2.macrophages_tumorfront_CD44,622.0,0.8685793954218223,0.9312611701868386
Monocytes_intratumor_pMAPKAPK2,790.5,0.3935917532599761,0.04229837419120524
Monocytes_intratumor_pNFkB,798.5,0.043291524363248554,0.0329985294732847
Monocytes_intratumor_Ki67,839.5,0.021273971759353454,0.007991341832761418
Monocytes_intratumor_GranzymeB,856.5,0.0018823706855753313,0.004128357134926626
Monocytes_intratumor_pCREB,813.5,0.03784140016845251,0.020207784012920917
Monocytes_intratumor_pERK,780.5,0.13605136228740627,0.05695424845338886
Monocytes_intratumor_pSTAT1,819.5,0.012312654236223334,0.016457260469194473
Monocytes_intratumor_pSTAT3,867.5,0.0026818812026027997,0.002631587260966763
Monocytes_intratumor_pp38,849.5,0.019791784056761373,0.00544684427108327
Monocytes_intratumor_VEGF,841.5,0.005581594153217946,0.007410357021654456
Monocytes_intratumor_pS6,794.5,0.0575207415120426,0.03740308278987811
Monocytes_intratumor_CD36,796.5,0.02466888033006126,0.03514194206641302
Monocytes_intratumor_E.Cadherin,803.5,0.051025277253236044,0.02812369733826584
Monocytes_intratumor_CD44,805.5,0.0713726259429738,0.026355111450782263
Monocytes_tumorfront_pMAPKAPK2,656.0,0.5870021076307146,0.7612797021499619
Monocytes_tumorfront_pNFkB,696.0,0.3338689059677056,0.43518434661746885
Monocytes_tumorfront_Ki67,718.0,0.0826646022465859,0.29720146272964465
Monocytes_tumorfront_GranzymeB,739.0,0.2568666160768181,0.19613477873050567
Monocytes_tumorfront_pCREB,736.0,0.30629056103875046,0.20878944835735302
Monocytes_tumorfront_pERK,651.0,0.7554354420092602,0.8070511694786209
Monocytes_tumorfront_pSTAT1,686.0,0.4421077507908906,0.5084754833780241
Monocytes_tumorfront_pSTAT3,723.0,0.11671958562642655,0.2704519786860353
Monocytes_tumorfront_pp38,606.0,0.43789771621967255,0.7794980417682559
Monocytes_tumorfront_VEGF,716.0,0.1922313002677223,0.30838054932362957
Monocytes_tumorfront_pS6,727.0,0.2797391226412431,0.2502768014031945
Monocytes_tumorfront_CD36,753.0,0.06788005665449111,0.14444543727489714
Monocytes_tumorfront_E.Cadherin,720.0,0.17917339406885854,0.2862966211880654
Monocytes_tumorfront_CD44,661.0,0.8184324603233293,0.7163288721242252
Tumor.non.proliferating_intratumor_pMAPKAPK2,733.0,0.7820573744720959,0.2384531324126704
Tumor.non.proliferating_intratumor_pNFkB,779.0,0.26767540380834554,0.08765262409264556
Tumor.non.proliferating_intratumor_Ki67,604.0,0.8444591686823028,0.769309773075766
Tumor.non.proliferating_intratumor_GranzymeB,822.0,0.15002425907510755,0.02763288502482725
Tumor.non.proliferating_intratumor_pCREB,880.0,0.01640738308040446,0.004110919306211141
Tumor.non.proliferating_intratumor_pERK,730.0,0.5150928331107552,0.2524749006197339
Tumor.non.proliferating_intratumor_pSTAT1,747.0,0.14019991122502048,0.18028524104318977
Tumor.non.proliferating_intratumor_pSTAT3,856.0,0.011197895115034604,0.009500553550603408
Tumor.non.proliferating_intratumor_pp38,789.0,0.22680022899975116,0.06831502570823617
Tumor.non.proliferating_intratumor_VEGF,892.0,0.0033513580947228303,0.002633751622908827
Tumor.non.proliferating_intratumor_pS6,772.0,0.13832015990962135,0.10365119291704275
Tumor.non.proliferating_intratumor_CD36,571.0,0.7836958325157491,0.5010656805974567
Tumor.non.proliferating_intratumor_E.Cadherin,754.0,0.20294382679390233,0.15549564389956802
Tumor.non.proliferating_intratumor_CD44,396.0,0.002164756188399798,0.007242026190087123
Tumor.non.proliferating_stromal_pMAPKAPK2,631.0,0.9818019477334516,0.9953800392897333
Tumor.non.proliferating_stromal_pNFkB,569.0,0.7390072530032672,0.4835366818199892
Tumor.non.proliferating_stromal_Ki67,570.0,0.8263234329524337,0.490794926429973
Tumor.non.proliferating_stromal_GranzymeB,627.0,0.7310819791984963,0.9769032939764779
Tumor.non.proliferating_stromal_pCREB,558.0,0.5763792166984332,0.4076636455925776
Tumor.non.proliferating_stromal_pERK,477.0,0.016439557955110526,0.07738917184265046
Tumor.non.proliferating_stromal_pSTAT1,420.0,0.011088379287580358,0.01526066112658063
Tumor.non.proliferating_stromal_pSTAT3,548.0,0.3777849052456801,0.3452626649618763
Tumor.non.proliferating_stromal_pp38,556.0,0.8183718256065621,0.39467310287009616
Tumor.non.proliferating_stromal_VEGF,540.0,0.22316121483112883,0.2999863310238319
Tumor.non.proliferating_stromal_pS6,480.0,0.1030507520381511,0.08339862195367122
Tumor.non.proliferating_stromal_CD36,583.0,0.5828798572865198,0.5902337122081351
Tumor.non.proliferating_stromal_E.Cadherin,431.0,0.010272443541824485,0.021519316347687795
Tumor.non.proliferating_stromal_CD44,424.0,0.006361850780024027,0.017321519183866128
Tumor.non.proliferating_tumorfront_pMAPKAPK2,706.0,0.7998769958955678,0.38521233774215335
Tumor.non.proliferating_tumorfront_pNFkB,802.0,0.03927223741422946,0.04855969700372041
Tumor.non.proliferating_tumorfront_Ki67,886.0,0.03442830608883543,0.003297736202520261
Tumor.non.proliferating_tumorfront_GranzymeB,895.0,0.0011069455613290469,0.0023498144129303865
Tumor.non.proliferating_tumorfront_pCREB,873.0,0.025579345116122622,0.005286862137417803
Tumor.non.proliferating_tumorfront_pERK,710.0,0.4288366098168388,0.36053986471650135
Tumor.non.proliferating_tumorfront_pSTAT1,712.0,0.11923562345649917,0.34858418135457314
Tumor.non.proliferating_tumorfront_pSTAT3,819.0,0.023893178807734783,0.030162037057897047
Tumor.non.proliferating_tumorfront_pp38,798.0,0.2624860565327357,0.05405032775676616
Tumor.non.proliferating_tumorfront_VEGF,849.0,0.0034572928694659457,0.011971315401033713
Tumor.non.proliferating_tumorfront_pS6,810.0,0.07026691195582736,0.03897543637693835
Tumor.non.proliferating_tumorfront_CD36,633.0,0.6090400846413893,0.9770617999641658
Tumor.non.proliferating_tumorfront_E.Cadherin,809.0,0.02739061288667446,0.040077908212802146
Tumor.non.proliferating_tumorfront_CD44,487.0,0.07948600138274461,0.10123289972993921
Tumor.proliferating_intratumor_pMAPKAPK2,821.0,0.6276508347879999,0.02829544527485919
Tumor.proliferating_intratumor_pNFkB,861.0,0.005553374438551233,0.007962096972936754
Tumor.proliferating_intratumor_Ki67,859.0,0.025707048463259805,0.008522237124848803
Tumor.proliferating_intratumor_GranzymeB,773.0,0.49003121334354527,0.1008894083710659
Tumor.proliferating_intratumor_pCREB,898.0,0.006268341195712252,0.0020724949421490383
Tumor.proliferating_intratumor_pERK,805.0,0.08970294242768713,0.044541081602288576
Tumor.proliferating_intratumor_pSTAT1,737.0,0.3530216472239207,0.22016086132810608
Tumor.proliferating_intratumor_pSTAT3,770.0,0.0825344772808722,0.10826974586377477
Tumor.proliferating_intratumor_pp38,824.0,0.1054159521750213,0.025900279598062823
Tumor.proliferating_intratumor_VEGF,941.0,0.0003845286841337182,0.0003506466609900852
Tumor.proliferating_intratumor_pS6,804.0,0.04178197425696985,0.045776310591323095
Tumor.proliferating_intratumor_CD36,744.0,0.33133350172176845,0.19131826938859475
Tumor.proliferating_intratumor_E.Cadherin,880.0,0.005877356202812951,0.004073491594470408
Tumor.proliferating_intratumor_CD44,649.0,0.9227539066186169,0.8313389805851692
Tumor.proliferating_tumorfront_pMAPKAPK2,769.0,0.8812888786905038,0.11118232726544913
Tumor.proliferating_tumorfront_pNFkB,831.0,0.01573757078453283,0.02111236024354921
Tumor.proliferating_tumorfront_Ki67,797.0,0.15302162271553307,0.05550118550207106
Tumor.proliferating_tumorfront_GranzymeB,880.0,0.008038420637708835,0.004110919306211141
Tumor.proliferating_tumorfront_pCREB,874.0,0.009800386753992892,0.005102096838652182
Tumor.proliferating_tumorfront_pERK,688.0,0.4093037821598696,0.5084117166874023
Tumor.proliferating_tumorfront_pSTAT1,816.0,0.0245663348367403,0.032887608880505195
Tumor.proliferating_tumorfront_pSTAT3,784.0,0.7480593544522192,0.07749358698840325
Tumor.proliferating_tumorfront_pp38,754.0,0.3228073511800581,0.15549564389956802
Tumor.proliferating_tumorfront_VEGF,845.0,0.007791330050624008,0.013625630325097834
Tumor.proliferating_tumorfront_pS6,793.0,0.05339346415746758,0.06163289386412462
Tumor.proliferating_tumorfront_CD36,676.0,0.16271452536223954,0.6007656987123908
Tumor.proliferating_tumorfront_E.Cadherin,793.0,0.04519761114300307,0.06163289386412462
Tumor.proliferating_tumorfront_CD44,537.0,0.2681115331655492,0.28739617148915886
Vessel_stromal_pMAPKAPK2,697.0,0.2060869374817322,0.444377151525853
Vessel_stromal_pNFkB,706.0,0.10990374916391478,0.38521233774215335
Vessel_stromal_Ki67,566.0,0.37507394910295544,0.46519498257391645
Vessel_stromal_GranzymeB,757.0,0.16814828889168446,0.14570020929017252
Vessel_stromal_pCREB,790.0,0.07270044602672536,0.06659103841582442
Vessel_stromal_pERK,638.0,0.9875318009554757,0.9312611701868386
Vessel_stromal_pSTAT1,715.0,0.12665597421237929,0.33112899383603345
Vessel_stromal_pSTAT3,815.0,0.021004572048775618,0.03384180307511734
Vessel_stromal_pp38,746.0,0.13405447879157242,0.18405385732510526
Vessel_stromal_VEGF,818.0,0.013272113245969252,0.031048163886963607
Vessel_stromal_pS6,663.0,0.44242895241532687,0.7085638997549297
Vessel_stromal_CD36,526.0,0.18874607483854883,0.23390371367256635
Vessel_stromal_E.Cadherin,696.0,0.484290496770038,0.4512567006659868
Vessel_stromal_CD44,897.0,0.0007683136975020522,0.002176400190824923
Vessel_tumorfront_pMAPKAPK2,646.0,0.7742014142567397,0.8585133439902641
Vessel_tumorfront_pNFkB,697.0,0.16400274622265748,0.444377151525853
Vessel_tumorfront_Ki67,749.0,0.2655718834119796,0.1729204968703134
Vessel_tumorfront_GranzymeB,760.0,0.27121852643053557,0.13638430584235733
Vessel_tumorfront_pCREB,749.0,0.24309684490691494,0.1729204968703134
Vessel_tumorfront_pERK,607.0,0.6651845717519831,0.7958091685190174
Vessel_tumorfront_pSTAT1,728.0,0.16834491487203918,0.26213613012248116
Vessel_tumorfront_pSTAT3,744.0,0.14600577960372377,0.19176552165188965
Vessel_tumorfront_pp38,698.0,0.4923556781715712,0.4375578509038419
Vessel_tumorfront_VEGF,773.0,0.05897131829617925,0.10123289972993921
Vessel_tumorfront_pS6,653.0,0.506788045952004,0.7958091685190174
Vessel_tumorfront_CD36,597.0,0.3209409841383293,0.7085638997549297
Vessel_tumorfront_E.Cadherin,691.0,0.2168804553554327,0.4865440016643209
Vessel_tumorfront_CD44,710.0,0.36279620239453514,0.36053986471650135
