,Statistic,p-value ttest,p-value mannwhitneyu
Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,701.0,0.09446010940578842,0.18007999112884687
Granulocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,708.5,0.9468102035713248,0.24962871723176894
Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,720.5,0.8714412137270745,0.26054706606525935
Granulocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,766.0,0.7015805908474049,0.041442601947436555
Granulocytes_tumorfront_aggregatedNeighbors.DCs,608.5,0.9395604291869276,0.735060027327993
Granulocytes_tumorfront_aggregatedNeighbors.Fibroblasts,484.0,0.027896288932401977,0.07766387659475335
Granulocytes_tumorfront_aggregatedNeighbors.Granulocytes,726.5,0.11617278011087287,0.23341253281606522
Granulocytes_tumorfront_aggregatedNeighbors.M1.macrophages,798.5,0.04402703052691996,0.039408565097708174
Granulocytes_tumorfront_aggregatedNeighbors.M2.macrophages,728.0,0.2230368651315949,0.24152809759583727
Granulocytes_tumorfront_aggregatedNeighbors.Monocytes,650.0,0.4280442054860044,0.6646247505309272
Granulocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,594.5,0.48168042481796913,0.6827540428820829
Granulocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,625.0,0.5897255665461942,0.9562525524485566
Granulocytes_tumorfront_aggregatedNeighbors.Vessel,593.5,0.40742481568095923,0.6679658186597903
M1.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.memory,848.0,0.003491133474867182,0.006557238387156488
M1.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.naive,838.0,0.005293118392270235,0.0011059800958346819
M1.macrophages_intratumor_aggregatedNeighbors.DCs,764.5,0.16104379170977765,0.0742616256842955
M1.macrophages_intratumor_aggregatedNeighbors.M1.macrophages,833.0,0.02165639005887025,0.01721878605936795
M1.macrophages_intratumor_aggregatedNeighbors.M2.macrophages,867.0,0.010220840761385254,0.006095270445467894
M1.macrophages_intratumor_aggregatedNeighbors.Monocytes,849.0,0.08193009536029695,0.0025034964599020756
M1.macrophages_intratumor_aggregatedNeighbors.Tumor.non.proliferating,485.5,0.17599615204387167,0.09727104462499235
M1.macrophages_intratumor_aggregatedNeighbors.Tumor.proliferating,959.0,0.001565081939869596,9.082492371679726e-05
M1.macrophages_stromal_aggregatedNeighbors.Bcells,839.0,0.5078715131418636,0.014205629273221205
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,858.0,0.02719361357477735,0.008757975123086702
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,830.0,0.031276208673008864,0.0205181023250268
M1.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,872.0,0.0034053210804099922,0.005255302473469981
M1.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.memory,869.5,0.012373552862856947,0.005748289198590528
M1.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.naive,917.0,0.0005137783607152064,0.0008222616442315746
M1.macrophages_stromal_aggregatedNeighbors.Fibroblasts,511.5,0.09724408347356756,0.17453416126945753
M1.macrophages_stromal_aggregatedNeighbors.Granulocytes,671.0,0.9804524032593147,0.6266366716217706
M1.macrophages_stromal_aggregatedNeighbors.M1.macrophages,799.5,0.04593820818789807,0.05159548793887713
M1.macrophages_stromal_aggregatedNeighbors.M2.macrophages,835.0,0.013924549298610017,0.018004889101421943
M1.macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,421.0,0.059592710165763736,0.0034266276577267934
M1.macrophages_stromal_aggregatedNeighbors.Vessel,559.5,0.4050566858635751,0.4206196973822378
M1.macrophages_tumorfront_aggregatedNeighbors.Bcells,804.0,0.6477052261597009,0.03342615684536241
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,894.0,0.16760838706019754,0.0023818675722169875
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,853.0,0.024109879228138342,0.0066846437077114455
M1.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,914.5,0.0027442031199983547,0.0009345774911608985
M1.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,935.5,0.0002704071891584612,0.0004243172328857193
M1.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,897.0,0.0031360406125691266,0.001434442932743037
M1.macrophages_tumorfront_aggregatedNeighbors.DCs,750.0,0.6050652619817329,0.16377826543782548
M1.macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,510.0,0.10367367971052766,0.1692520527905096
M1.macrophages_tumorfront_aggregatedNeighbors.Granulocytes,770.0,0.1256044120760505,0.08725822719608851
M1.macrophages_tumorfront_aggregatedNeighbors.M1.macrophages,951.0,0.00045198418322891457,0.00022669584439926404
M1.macrophages_tumorfront_aggregatedNeighbors.M2.macrophages,914.5,0.0005680600336743704,0.001088639686469611
M1.macrophages_tumorfront_aggregatedNeighbors.Monocytes,709.0,0.1198714871401889,0.2957154212382157
M1.macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,204.0,1.3716578108978123e-07,9.890887277356063e-07
M1.macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,643.5,0.8410248533856097,0.8810250743847032
M1.macrophages_tumorfront_aggregatedNeighbors.Vessel,644.5,0.7304506888605014,0.872059019656644
M2.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.memory,833.0,0.01447878023775522,0.013052203624528318
M2.macrophages_intratumor_aggregatedNeighbors.CD8.T.cells.naive,903.0,0.001095890950242121,0.00010234949425883729
M2.macrophages_intratumor_aggregatedNeighbors.DCs,627.5,0.242870736574567,0.9799088414685728
M2.macrophages_intratumor_aggregatedNeighbors.M1.macrophages,762.0,0.19668191483510178,0.12612298807867164
M2.macrophages_intratumor_aggregatedNeighbors.M2.macrophages,756.0,0.2770257835482864,0.1449900555244565
M2.macrophages_intratumor_aggregatedNeighbors.Monocytes,863.0,0.018132531681081605,0.0010996541265846267
M2.macrophages_intratumor_aggregatedNeighbors.Tumor.non.proliferating,572.0,0.804644032364292,0.5080772290893034
M2.macrophages_intratumor_aggregatedNeighbors.Tumor.proliferating,816.0,0.2795855354407046,0.030316750578916522
M2.macrophages_stromal_aggregatedNeighbors.Bcells,823.0,0.4922738955505358,0.02358172108817252
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.memory,760.0,0.23897093677939496,0.13544029807191166
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.naive,784.5,0.22270083714433517,0.07215422639875128
M2.macrophages_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,820.0,0.10505899563855371,0.027993238519424438
M2.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.memory,787.5,0.14972959187980384,0.07010642560444903
M2.macrophages_stromal_aggregatedNeighbors.CD8.T.cells.naive,912.0,0.0006559045936433216,0.0009601949584846497
M2.macrophages_stromal_aggregatedNeighbors.Fibroblasts,594.0,0.3131944393234994,0.6829661429091364
M2.macrophages_stromal_aggregatedNeighbors.Granulocytes,657.5,0.5336104327528605,0.7485784537233537
M2.macrophages_stromal_aggregatedNeighbors.M1.macrophages,826.5,0.08199938289746814,0.02337712255421304
M2.macrophages_stromal_aggregatedNeighbors.M2.macrophages,823.5,0.01993071966568852,0.025410085722660878
M2.macrophages_stromal_aggregatedNeighbors.Tumor.non.proliferating,545.0,0.0987909731445781,0.2283282229217144
M2.macrophages_stromal_aggregatedNeighbors.Vessel,602.5,0.8259442417013119,0.7560454236218725
M2.macrophages_tumorfront_aggregatedNeighbors.Bcells,764.0,0.3663655324962425,0.09021608256355884
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,834.5,0.13125188354536493,0.0184045974661186
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,857.5,0.03176095784745355,0.004551683376643842
M2.macrophages_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,804.0,0.058191507882778874,0.03796700879095359
M2.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,844.0,0.011450925867418194,0.013298367388429145
M2.macrophages_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,842.0,0.08568844355723382,0.011743517945954796
M2.macrophages_tumorfront_aggregatedNeighbors.DCs,628.5,0.9199821391241129,0.990663715957574
M2.macrophages_tumorfront_aggregatedNeighbors.Fibroblasts,497.0,0.09386686434053895,0.12749988589005723
M2.macrophages_tumorfront_aggregatedNeighbors.Granulocytes,749.5,0.14914105102502245,0.16047405555362637
M2.macrophages_tumorfront_aggregatedNeighbors.M1.macrophages,822.5,0.01023094730791477,0.027202568508708943
M2.macrophages_tumorfront_aggregatedNeighbors.M2.macrophages,930.0,0.0002549429186027831,0.0005685387604308957
M2.macrophages_tumorfront_aggregatedNeighbors.Monocytes,702.0,0.19301217768118553,0.3351883536803254
M2.macrophages_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,215.0,9.249629761352292e-07,1.8676411898563905e-06
M2.macrophages_tumorfront_aggregatedNeighbors.Tumor.proliferating,766.0,0.20486009775408903,0.11910796490253296
M2.macrophages_tumorfront_aggregatedNeighbors.Vessel,658.0,0.5519854776928838,0.7517798910291302
Monocytes_intratumor_aggregatedNeighbors.CD8.T.cells.memory,749.5,0.07642259016343296,0.029736537866305673
Monocytes_intratumor_aggregatedNeighbors.CD8.T.cells.naive,715.5,0.16786320728779544,0.0587799610821065
Monocytes_intratumor_aggregatedNeighbors.DCs,646.0,0.9816258872578415,0.6090217777537993
Monocytes_intratumor_aggregatedNeighbors.M1.macrophages,831.0,0.014427110210911906,0.003648714930267837
Monocytes_intratumor_aggregatedNeighbors.M2.macrophages,896.0,0.00113420556350327,0.00023890390055788732
Monocytes_intratumor_aggregatedNeighbors.Monocytes,695.0,0.4469691352382803,0.17661787576653842
Monocytes_intratumor_aggregatedNeighbors.Tumor.non.proliferating,741.0,0.9428903633533204,0.16073388413547618
Monocytes_intratumor_aggregatedNeighbors.Tumor.proliferating,860.0,0.0005900870244403932,0.00021698360836940563
Monocytes_tumorfront_aggregatedNeighbors.Bcells,629.0,0.9464660748570857,0.9885186408228605
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,706.5,0.058960608445352204,0.14841471434110548
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,683.0,0.1374251285872146,0.17344679506901184
Monocytes_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,625.5,0.5502729012926131,0.9332170676592554
Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,716.0,0.14043241435014078,0.2300495032925267
Monocytes_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,680.5,0.6325319004336041,0.26629592311930794
Monocytes_tumorfront_aggregatedNeighbors.DCs,611.0,0.9571838133695603,0.6808400007741775
Monocytes_tumorfront_aggregatedNeighbors.Fibroblasts,540.5,0.09934442848049135,0.16175930298212227
Monocytes_tumorfront_aggregatedNeighbors.Granulocytes,625.0,0.28696151518002333,0.9145654915342698
Monocytes_tumorfront_aggregatedNeighbors.M1.macrophages,687.5,0.22499353145631923,0.44757167699246203
Monocytes_tumorfront_aggregatedNeighbors.M2.macrophages,724.0,0.08509339311269883,0.20184251082019278
Monocytes_tumorfront_aggregatedNeighbors.Monocytes,683.0,0.26185120008870805,0.2962362969667103
Monocytes_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,546.0,0.08867378560099576,0.31118817443360536
Monocytes_tumorfront_aggregatedNeighbors.Tumor.proliferating,751.5,0.06913463206117688,0.11413379401953577
Monocytes_tumorfront_aggregatedNeighbors.Vessel,643.5,0.5849035957983731,0.8609043338990457
Tumor.non.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.memory,747.5,0.25043045962060445,0.1735492090391223
Tumor.non.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.naive,853.5,0.018183695569606775,0.007648036840845587
Tumor.non.proliferating_intratumor_aggregatedNeighbors.DCs,628.5,0.29516812537386183,0.9907481942998558
Tumor.non.proliferating_intratumor_aggregatedNeighbors.M1.macrophages,673.0,0.5901908870031976,0.6248232320231735
Tumor.non.proliferating_intratumor_aggregatedNeighbors.M2.macrophages,795.0,0.11200827549343179,0.05838199745599033
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Monocytes,780.0,0.37930723591218074,0.06686096137634791
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,469.0,0.02456699414477539,0.06490304220705204
Tumor.non.proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,667.0,0.8647954404239311,0.6745875206181975
Tumor.non.proliferating_stromal_aggregatedNeighbors.Bcells,574.5,0.21241612613444225,0.2738328638643829
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.memory,655.0,0.3039105097696514,0.7492636202120542
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.naive,681.0,0.321226145450785,0.2615289729746445
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,627.0,0.14145914262111817,0.9659933727426343
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD8.T.cells.memory,602.0,0.9805486008785698,0.7140893281700509
Tumor.non.proliferating_stromal_aggregatedNeighbors.CD8.T.cells.naive,679.0,0.051099258270980656,0.39286407482316466
Tumor.non.proliferating_stromal_aggregatedNeighbors.Fibroblasts,655.5,0.441391266897174,0.7693056552486475
Tumor.non.proliferating_stromal_aggregatedNeighbors.Granulocytes,566.0,0.6949785023728161,0.2632898741570464
Tumor.non.proliferating_stromal_aggregatedNeighbors.M1.macrophages,556.5,0.8129229417760974,0.3251146504464737
Tumor.non.proliferating_stromal_aggregatedNeighbors.M2.macrophages,586.0,0.3215637819484598,0.5526252283075275
Tumor.non.proliferating_stromal_aggregatedNeighbors.Tumor.non.proliferating,367.0,0.0034695733251908136,0.0006178394963430918
Tumor.non.proliferating_stromal_aggregatedNeighbors.Vessel,465.0,0.07498356643342591,0.0534809615423804
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Bcells,661.0,0.5088944054810749,0.7115113976666901
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,628.0,0.6121157814679168,0.9862294004076702
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,731.0,0.5709639364671558,0.22934589583911646
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,789.0,0.06262267619219931,0.06475579325031831
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,841.0,0.03149207089347266,0.015430364001643184
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,788.0,0.008779742681893772,0.06398814270840632
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.DCs,683.0,0.6821850761806975,0.5456887235514947
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Fibroblasts,378.0,0.0019828477288157927,0.003821590067681283
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Granulocytes,738.0,0.244456298552018,0.21115777654383783
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.M1.macrophages,753.0,0.10865868108714374,0.15886602245748327
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.M2.macrophages,901.0,0.0035963555928370623,0.0018642617167094055
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Monocytes,673.0,0.18968358039777714,0.6063205506472609
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,366.0,0.0003693428864223484,0.002441185350615624
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Tumor.proliferating,879.5,0.002140685784607676,0.004185973984957736
Tumor.non.proliferating_tumorfront_aggregatedNeighbors.Vessel,580.0,0.97817115523258,0.5691497940860235
Tumor.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.memory,858.5,0.008869694200765348,0.00492566093371251
Tumor.proliferating_intratumor_aggregatedNeighbors.CD8.T.cells.naive,912.0,0.0013851884430569397,4.4860591514934074e-05
Tumor.proliferating_intratumor_aggregatedNeighbors.DCs,691.5,0.8926346993496442,0.38449886547373313
Tumor.proliferating_intratumor_aggregatedNeighbors.M1.macrophages,891.0,0.014478231414319486,0.0014963546192912434
Tumor.proliferating_intratumor_aggregatedNeighbors.M2.macrophages,936.5,0.0007255900192408333,0.0002941952794072406
Tumor.proliferating_intratumor_aggregatedNeighbors.Monocytes,840.0,0.005268253637920273,0.00022367192835078776
Tumor.proliferating_intratumor_aggregatedNeighbors.Tumor.non.proliferating,447.0,0.13576007717547348,0.03560899610866838
Tumor.proliferating_intratumor_aggregatedNeighbors.Tumor.proliferating,847.5,0.008417362737014173,0.012284908594616449
Tumor.proliferating_tumorfront_aggregatedNeighbors.Bcells,634.0,0.7660039957315355,0.9571042843195261
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,787.0,0.059914635591098775,0.06409673889458777
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,661.0,0.8671748019119498,0.6730516931714452
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,784.0,0.31774811610393444,0.059879976430791834
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,818.0,0.09213918811215968,0.029190100991684446
Tumor.proliferating_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,865.0,0.01931911090053959,0.004257026473216464
Tumor.proliferating_tumorfront_aggregatedNeighbors.DCs,636.5,0.5080078768005536,0.9422855651143551
Tumor.proliferating_tumorfront_aggregatedNeighbors.Fibroblasts,352.0,0.0014758524939264806,0.0013933213773482526
Tumor.proliferating_tumorfront_aggregatedNeighbors.Granulocytes,739.5,0.239164847558984,0.17308742305963898
Tumor.proliferating_tumorfront_aggregatedNeighbors.M1.macrophages,769.5,0.10703248745923068,0.10972811720978198
Tumor.proliferating_tumorfront_aggregatedNeighbors.M2.macrophages,904.0,0.4669920441761932,0.001652529492390439
Tumor.proliferating_tumorfront_aggregatedNeighbors.Monocytes,731.0,0.14385990274903593,0.19002535010757837
Tumor.proliferating_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,364.0,0.0008785372679183551,0.002261006099408052
Tumor.proliferating_tumorfront_aggregatedNeighbors.Tumor.proliferating,895.0,0.001712253752966892,0.002338681560156995
Tumor.proliferating_tumorfront_aggregatedNeighbors.Vessel,619.5,0.4798607212470749,0.9084081707757521
Vessel_stromal_aggregatedNeighbors.Bcells,778.5,0.6638959033493985,0.08796009935697975
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.memory,776.0,0.18823681795046193,0.09424405103760207
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.naive,855.0,0.012602834953726438,0.0097886186564455
Vessel_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,905.0,0.0047266633742773,0.0015886825173795013
Vessel_stromal_aggregatedNeighbors.CD8.T.cells.memory,812.0,0.05769180974058599,0.03684130659653695
Vessel_stromal_aggregatedNeighbors.CD8.T.cells.naive,884.0,0.003661670739265659,0.003490002063581076
Vessel_stromal_aggregatedNeighbors.Fibroblasts,448.0,0.03563269991932722,0.036847628270466774
Vessel_stromal_aggregatedNeighbors.Granulocytes,643.0,0.8770933497316882,0.8845863833956971
Vessel_stromal_aggregatedNeighbors.M1.macrophages,781.0,0.07182437699927406,0.08341525340458061
Vessel_stromal_aggregatedNeighbors.M2.macrophages,881.0,0.0023152942630582777,0.003960821268514269
Vessel_stromal_aggregatedNeighbors.Tumor.non.proliferating,464.5,0.06228244523088217,0.05495896706165942
Vessel_stromal_aggregatedNeighbors.Vessel,641.0,0.9085032963395245,0.9038799668928443
Vessel_tumorfront_aggregatedNeighbors.Bcells,689.0,0.5243148902278173,0.4822633229721808
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,850.5,0.10202187717526864,0.011394994762487563
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,869.0,0.003334681536765136,0.005150247469502279
Vessel_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,931.0,0.0003591267255694949,0.00052168635782232
Vessel_tumorfront_aggregatedNeighbors.CD8.T.cells.memory,833.0,0.015162470997994075,0.019802692306713904
Vessel_tumorfront_aggregatedNeighbors.CD8.T.cells.naive,869.0,0.014969811841101077,0.0055343663335761
Vessel_tumorfront_aggregatedNeighbors.DCs,764.0,0.10706377893542496,0.11424433640343214
Vessel_tumorfront_aggregatedNeighbors.Fibroblasts,356.0,0.0013393601082904226,0.0016577551263528931
Vessel_tumorfront_aggregatedNeighbors.Granulocytes,697.5,0.5729077396008979,0.4294144514917164
Vessel_tumorfront_aggregatedNeighbors.M1.macrophages,966.0,0.00015506628212104488,0.00011386475905317052
Vessel_tumorfront_aggregatedNeighbors.M2.macrophages,993.0,1.1862184917092004e-05,3.056960980648917e-05
Vessel_tumorfront_aggregatedNeighbors.Monocytes,715.0,0.035389203073231734,0.24875850906241237
Vessel_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,269.0,0.00012705542643501658,3.381213703871737e-05
Vessel_tumorfront_aggregatedNeighbors.Tumor.proliferating,775.5,0.15006907816292084,0.09528635315227456
Vessel_tumorfront_aggregatedNeighbors.Vessel,651.0,0.5149746548190023,0.8136092864863465
