"","B cells_area","CD4 T cells memory_area","CD4 T cells naive_area","CD4 T cells regulatory_area","CD8 T cells_area","Fibroblasts_area","Myeloid DCs_area","Myeloid Granulocytes_area","Myeloid M1 macrophages_area","Myeloid M2 macrophages_area","Myeloid Monocytes_area","Tumor non-proliferating_area","Tumor proliferating_area","Vessel_area","B cells_eccentricity","CD4 T cells memory_eccentricity","CD4 T cells naive_eccentricity","CD4 T cells regulatory_eccentricity","CD8 T cells_eccentricity","Fibroblasts_eccentricity","Myeloid DCs_eccentricity","Myeloid Granulocytes_eccentricity","Myeloid M1 macrophages_eccentricity","Myeloid M2 macrophages_eccentricity","Myeloid Monocytes_eccentricity","Tumor non-proliferating_eccentricity","Tumor proliferating_eccentricity","Vessel_eccentricity","B cells_celldistance","CD4 T cells memory_celldistance","CD4 T cells naive_celldistance","CD4 T cells regulatory_celldistance","CD8 T cells_celldistance","Fibroblasts_celldistance","Myeloid DCs_celldistance","Myeloid Granulocytes_celldistance","Myeloid M1 macrophages_celldistance","Myeloid M2 macrophages_celldistance","Myeloid Monocytes_celldistance","Tumor non-proliferating_celldistance","Tumor proliferating_celldistance","Vessel_celldistance"
"S07_3","0","66.5","0","0","65.8965517241379",58.9549295774648,"0","0",77.8571428571429,52.75,"0",70.0111731843575,"61.04",68.4916666666667,"0","0.63416025","0","0","0.628442472413793",0.650401469859155,"0","0",0.626917442857143,0.59958975,"0",0.624814958435754,"0.63793",0.637887426111111,"0","-71.801975","0","0","-22.3562407275862",-173.283202194366,"0","0",-140.012574285714,-166.722948875,"0",28.0532187027933,"18.1754548",-158.372379351111
"S08_1","48.3055555555556","58.0251396648045","59.4195402298851","54.3636363636364","57.4699453551913",43.75,"58.953488372093","50.625",59.4692307692308,57.343023255814,"57.75",86.2379788101059,"84.5512465373961",59.865671641791,"0.603762697222222","0.612861404944134","0.596839543103448","0.615231218181818","0.624600012568306",0.647486440227273,"0.644492381395349","0.6476254375",0.616460489230769,0.623698137209302,"0.625374061764706",0.646876828850856,"0.64172668132964",0.658690302985075,"-66.839549","-50.3746077094972","-49.8505968448276","-39.8015555454545","-44.7765337770492",-65.2039764371212,"-31.649901372093","-29.236559875",-48.2835093915385,-34.8903301401163,"-39.5649578992647",26.2138539576202,"14.3960771351801",-45.1566542344942
"S08_2","51.020202020202","46.7456896551724","50.2413793103448","52.7142857142857","49.09199318569",34.1833333333333,"37.3636363636364","39.3333333333333",48.8805970149254,48.8031496062992,"50.6153846153846",62.4942704354469,"57.4419191919192",46.3408360128617,"0.596221095959596","0.606502891810345","0.583282227528736","0.6660419","0.606720595059625",0.679791959166667,"0.575270490909091","0.541096666666667",0.614657807462687,0.600119719685039,"0.625362573076923",0.617050545737204,"0.644318047222222",0.644571244517685,"-63.158075969697","-59.6320904568965","-71.2505235632184","-63.0826653571429","-55.0773190698467",-169.491998283333,"-6.51446977272727","-54.9193906666667",-60.6134003880597,-47.1432477283465,"-44.7092485192308",31.625863512987,"16.621974969697",-84.7880978189389
"S08_3","52.3174603174603","51.6113744075829","51.3989071038251","50.2222222222222","48.5946902654867",30.8125,"50.25","39.8333333333333",47.5405405405405,46.3887323943662,"45.3529411764706",80.3444444444444,"72.6284403669725",46.5386243386243,"0.647437471428571","0.62001904549763","0.602154756830601","0.4984939","0.612090779292035",0.665971748214286,"0.598168433333333","0.68632305",0.619216027927928,0.63942312084507,"0.674365630588235",0.612488052222222,"0.636037356422018",0.642551892179894,"-64.8348926984127","-74.8233319075829","-79.6303978579235","-58.1642722222222","-68.327715099115",-164.887934017857,"-18.02121625","-98.0577465",-82.8960543783784,-76.4721729394366,"-77.5866455071765",47.7552607674667,"23.9938746307339",-116.456998093545
"S09_1","57.6666666666667","50.5083333333333","50.3529411764706","61.6904761904762","60.4285714285714",54.8877551020408,"61.3577981651376","42.0681818181818",55.8903225806452,64.9626666666667,"56.7358490566038",92.0954724409449,"119.280898876404",61.8776371308017,"0.6917067","0.5974211725","0.565502417647059","0.6336996","0.632850724489796",0.638813166326531,"0.617144760550459","0.583726286363636",0.603491436129032,0.604599538666667,"0.62791311509434",0.627692418700787,"0.623227302247191",0.628137473755274,"-8.67363988333333","-17.4802066133333","-14.8144793529412","-12.6993059285714","-7.90086771632653",-15.5621951020408,"-7.41598463316514","-17.2675185386364",-7.91435526322581,-7.5945148084,"-8.60651293962264",5.14830597943209,"6.36273262921348",-13.0601774307616
"S09_2","46.421875","46.5872235872236","48.0825688073394","47.6938775510204","51.7445054945055",46.2020202020202,"56.279197080292","46.1574074074074",55.4763313609467,59.2543640897756,"57.1838440111421",89.6340508806262,"119.057291666667",57.0120160213618,"0.55530053515625","0.578636454815725","0.597610643119266","0.62161572244898","0.596520143214286",0.613354277777778,"0.62045837709854","0.59304590462963",0.623879528698225,0.603227698503741,"0.607933925626741",0.638888941291585,"0.634430114583333",0.617728417116155,"-63.7534063046875","-31.3995704203931","-43.7130707788991","-27.8545033418367","-23.9743920701099",-17.3067861614141,"-8.09433046587774","-30.751997549537",-14.1765017886864,-12.6654780543392,"-8.88231176643454",8.10200533412916,"8.6783427375",-24.1507651301736
"S09_3","57.6666666666667","52.0967741935484","44.1111111111111","47.4666666666667","63.5601659751037",52.3970588235294,"49.3","39.9375",63.3628808864266,57.4263959390863,"63.2066420664207",91.0809294871795,"103.407079646018",62.9912434325744,"0.593360183333333","0.595522770967742","0.588509411111111","0.61449376","0.615237178008299",0.641955713823529,"0.6036974","0.590891559375",0.634353034903047,0.60548878893401,"0.633356508118081",0.651317812820513,"0.629107754867257",0.634913294500876,"-13.453603","-14.6240595819355","-11.1017771111111","-9.25239906666667","-1.18752746078838",-10.2407378123529,"-4.560889397","-7.3420458771875",-3.13316225518006,-3.09527999538071,"-1.28646779586716",8.0489420673718,"5.8173195969646",-11.0114007436077
"S10_1","0","50","0","0","0",41.0909090909091,"71.0714285714286","45.3888888888889",65.4848484848485,58.6470588235294,"71.8260869565217",89.7520383693046,"112",61.8401639344262,"0","0.9525585","0","0","0",0.582677236363636,"0.6008052","0.611975005555556",0.606567963636364,0.559813902941176,"0.625629447826087",0.616576874791367,"0.63348284784689",0.637923727459016,"0","-6.519072","0","0","0",-9.60572490909091,"-7.60176158571429","-10.1845533888889",-3.50129783333333,-5.48570354705882,"-1.1066908226087",4.54058891476739,"5.45648599421053",-17.5898916336066
"S10_2","0","68.2142857142857","48.3333333333333","54.7142857142857","0",53.7179487179487,"65.5","57.5555555555556",66.8823529411765,64.4268292682927,"48.9411764705882",81.9844020797227,"95.4528593508501",70.8879781420765,"0","0.644664328571429","0.580597333333333","0.531087728571429","0",0.625024992307692,"0.688434882142857","0.574588868518519",0.62420967254902,0.632262570731707,"0.604987011764706",0.641330746938186,"0.653716444621329",0.633693963046448,"0","-11.4765993642857","-22.7165246666667","-16.2151245714286","0",-14.1808192307692,"-7.43690958071429","-9.80298594444444",-7.63965562745098,-7.06898485609756,"-3.52105527647059",0.00411944592085503,"0.966093075831221",-14.6069596051913
"S10_3","0","39.9642857142857","29.2","38.8","44.7777777777778",41.8,"46.3333333333333","32.9692307692308",49.3125,48.6569343065693,"43.3392857142857",64.8314855875831,"80.2994923857868",49.0344467640919,"0","0.66708435","0.64763336","0.5915226","0.541546455555556",0.614252642352941,"0.611719583333333","0.585037509230769",0.571924514583333,0.618061117518248,"0.6006390875",0.621078311640798,"0.63825052284264",0.617583471085595,"0","-124.857640714286","-153.76206","-109.0855496","-146.825007777778",-97.0052845882353,"-82.762454025","-94.8291581507692",-40.5030035416667,-73.8865417306569,"-61.1174129964286",5.1377040252439,"6.75502779238579",-60.6917863852505
"S11_1","36.9166666666667","25.7575757575758","36.6","45","35.6206896551724",26.8595041322314,"30.4666666666667","33.7",31.8297872340426,40.1048387096774,"45.85",84.4664031620553,"100.129113924051",30.3119047619048,"0.661690658333333","0.604656196969697","0.5098217","0.59168015","0.648356206896552",0.676470135950413,"0.681407846666667","0.627432616",0.59095679787234,0.592546007258064,"0.58715827",0.700419781422925,"0.709768160759494",0.686599699761905,"-115.986264166667","-78.2897738787879","-127.18020445","-42.88844","-110.322537586207",-102.820103529752,"-18.9950402","-52.172931912",-69.2134383148936,-22.4968679983871,"-69.963344358",34.4359034638735,"33.3421602607595",-89.2005329237381
"S11_2","42.1597633136095","35.6656891495601","42.3146551724138","40.9583333333333","36.3837638376384",29.6789297658863,"40.5833333333333","31.1883116883117",38.8694029850746,36.2757575757576,"31.6346153846154",106.222760290557,"124.162436548223",36.9976525821596,"0.58213094556213","0.598314912316716","0.580743439482759","0.61175753125","0.575823722140221",0.654344670568562,"0.620850308333333","0.596987059090909",0.591529963432836,0.629277394545455,"0.588323471153846",0.674519091767554,"0.659114024619289",0.629171783098592,"-89.0250893491124","-100.049566017595","-101.60871712069","-98.3284832916667","-112.194026350554",-103.891750715719,"-31.6856611722222","-92.9999881266234",-90.6101239813433,-92.2354143857576,"-94.3258696153846",65.1485253748184,"68.32952034467",-103.364904639554
"S11_3","58.1326530612245","54.1446945337621","57.1481481481481","58","54.657200811359",48.4411764705882,"64.6524822695036","55.3333333333333",65.9695817490494,58.6830985915493,"56.4727272727273",91.7284848484849,"106.993197278912",60.4971521562246,"0.605168466326531","0.599557069131833","0.596454158201058","0.586121813559322","0.596456660851927",0.60944575127451,"0.592655982269504","0.634395671666667",0.62219253460076,0.621956903521127,"0.626406256363636",0.662732527515152,"0.676233683673469",0.617481015606184,"-76.0717717193878","-96.0985618180064","-91.9367071793651","-110.845082288136","-101.756872723732",-179.095564906863,"-18.228510748227","-118.810813575",-96.5681411863802,-142.375966689789,"-74.0872112872727",35.9746051682424,"34.0947102653061",-128.448248749634
"S12_1","38.3289986996099","37.603305785124","40.9794520547945","32.25","36.2556390977444",34.980198019802,"39.504854368932","30.4135338345865",40.3732057416268,38.777358490566,"38.0546875",87.9397590361446,"98.5",42.6248175182482,"0.572690066254877","0.561244931129477","0.542949347328767","0.58875880625","0.56523900556391",0.628863541584158,"0.622798663106796","0.59239032406015",0.609546746937799,0.610038159622642,"0.60598771484375",0.629373813253012,"0.63619069",0.616975365109489,"-79.6790430572172","-76.6613528559229","-89.2377090753425","-70.122139375","-75.646795493985",-57.9647215834984,"-61.0253147873786","-79.0070301729323",-76.8054159272727,-56.1854254988679,"-63.3815670375",4.68936820879518,"5.203349075",-55.4923764328467
"S12_2","0","46.6136363636364","40.4","55.2","52.125",38.9117647058824,"55.84","41.797520661157",50.2647058823529,53.1082802547771,"45.8448275862069",95.7395577395577,"122.581896551724",56.6646706586826,"0","0.609256054545455","0.59831882","0.63919805","0.67486266875",0.612677027941177,"0.630706992","0.598421300413223",0.581404007352941,0.624115812738854,"0.60035839137931",0.655396193366093,"0.663310104310345",0.636303137924152,"0","-77.0460960113636","-84.137464","-38.2448389","-99.00324270625",-49.6547165,"-25.1035588493333","-60.004199753719",-23.3733959823529,-40.0500145675159,"-41.7322112758621",9.22342236199017,"10.9723130474138",-22.4791987681936
"S12_3","50.4107142857143","46.8536585365854","45.0740740740741","51","45.280487804878",51.2291666666667,"54.0091743119266","39.9028571428571",50.2771084337349,55.3881118881119,"38.9166666666667",103.010339734121,"129.593023255814",56.8622047244095,"0.6089675375","0.587124626829268","0.637840177777778","0.576866122727273","0.592230498780488",0.67693601875,"0.612333810091743","0.582075838857143",0.606276992771084,0.612409381468532,"0.557913020833333",0.656075857474151,"0.680918813953488",0.628848671259843,"-111.04802425","-86.5949040731707","-104.854643","-68.7814258181818","-101.989727341463",-24.8192063660417,"-32.6681204633027","-76.2556953262857",-49.4419012662651,-41.5641185998951,"-60.7076784791667",9.73147947948301,"12.6685316860465",-34.2419735756168
