,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Tumor proliferating_intratumor_Ki67,535.0,0.08010802104434223,0.21165256225905138,0.3062942690422493,0.7138558557387019
Tumor proliferating_intratumor_CD44,746.0,-0.17662807889837273,0.11354062478227964,0.16017088955721692,0.684545263302947
Tumor proliferating_intratumor_pERK,510.0,0.03133303386290115,0.3258281964218632,0.18951342770138124,0.8243845933565215
Tumor proliferating_intratumor_pMAPKAPK2,576.0,0.008465746438862998,0.9312358322357182,0.5829483478736157,0.9827111797462352
Tumor proliferating_intratumor_pS6,596.0,0.12993866378043517,0.5285173942712112,0.7505681668321903,0.8914751228671033
Tumor proliferating_tumorfront_pp38,581.0,0.01271802486270178,0.3918621768934024,0.6231636868785544,0.8668239156911446
Tumor proliferating_tumorfront_pSTAT1,716.0,-0.006130314313501174,0.36626288640717053,0.2900997097466387,0.8546134016167313
Tumor proliferating_tumorfront_pSTAT3,478.0,0.015946877762593112,0.05396580041749543,0.09252523121155946,0.6666363580984729
Tumor proliferating_tumorfront_CD36,699.0,-0.011809013312048866,0.4345172837169601,0.389191052552617,0.8668239156911446
Tumor proliferating_tumorfront_E-Cadherin,687.0,-0.03680515100720083,0.6119401959114834,0.47005656787076355,0.9116965091113983
Tumor proliferating_tumorfront_VEGF,578.0,0.020259920049632285,0.41084538576227025,0.5989592543367439,0.8668239156911446
Tumor proliferating_tumorfront_pCREB,584.0,0.09007104148898937,0.4994556847553737,0.6479955356694723,0.8668239156911446
Tumor proliferating_tumorfront_pNFkB,606.0,0.015227061135697106,0.6862161150764805,0.8397069304537974,0.9288215702835164
Tumor proliferating_tumorfront_GranzymeB,690.0,-0.1008709623506358,0.27882828001602955,0.449012963164375,0.8001504593712753
Tumor proliferating_tumorfront_Ki67,575.0,0.06236426121803862,0.2030260523214563,0.5750891230088534,0.7138558557387019
Tumor proliferating_tumorfront_CD44,746.0,-0.19037538543149823,0.08461866209581308,0.16022347483169586,0.684545263302947
Tumor proliferating_tumorfront_pERK,526.0,0.03896076952881666,0.19563017131499857,0.2597747235070824,0.7138558557387019
Tumor proliferating_tumorfront_pMAPKAPK2,536.0,0.03443946788129992,0.6623128477549292,0.31185285611074876,0.9157643707198478
Tumor proliferating_tumorfront_pS6,611.0,0.05358053894122761,0.7804409057593944,0.885123498985476,0.9697786402927385
Vessel_stromal_pp38,536.5,0.005153981263138471,0.46060770388857164,0.3147030598869136,0.8668239156911446
Vessel_stromal_pSTAT1,608.5,-0.0002583369132827251,0.9475796812801665,0.8623720496458396,0.9870399866289434
Vessel_stromal_pSTAT3,456.0,0.01373876775589173,0.06308873924116924,0.05289986219071005,0.684545263302947
Vessel_stromal_CD36,630.0,8.40810737379738e-05,0.9970571232275609,0.9493210624518644,0.9979579914871145
Vessel_stromal_E-Cadherin,529.0,0.007973409460647021,0.6393171767949481,0.274804087517604,0.9157643707198478
Vessel_stromal_VEGF,446.0,0.01763195975029111,0.3218652560852546,0.04024405719147182,0.8243845933565215
Vessel_stromal_pCREB,430.0,0.15438609906416767,0.09610792805620982,0.02534291853850042,0.684545263302947
Vessel_stromal_pNFkB,490.0,0.035802068206322174,0.16996192073656494,0.12288903724039862,0.685848572277046
Vessel_stromal_GranzymeB,481.0,0.10104483225774846,0.14209639228188595,0.09960610968963711,0.684545263302947
Vessel_stromal_Ki67,497.5,0.009462907950786179,0.1506643313437437,0.1453345473441318,0.684545263302947
Vessel_stromal_CD44,711.0,-0.07882627438350692,0.09984337700243326,0.31749638741282116,0.684545263302947
Vessel_stromal_pERK,427.5,0.04586864365294328,0.025502568764877196,0.023509931044995054,0.5598383109751122
Vessel_stromal_pMAPKAPK2,497.0,0.03260627055473253,0.32220073776011804,0.1437778946914969,0.8243845933565215
Vessel_stromal_pS6,438.0,0.3031927260393077,0.029644987736887295,0.03205812419612794,0.5598383109751122
Vessel_tumorfront_pp38,572.0,-0.00011757223432397323,0.9885355011316097,0.5517451569625414,0.9956472673268011
Vessel_tumorfront_pSTAT1,676.0,-0.002689579849886853,0.5798216253969584,0.551725146214247,0.8997071978418107
