,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Fibroblasts_stromal_aggregatedNeighbors.Myeloid.Monocytes,630.0,0.0,1.0,1.0,1.0
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,399.5,0.1124603174603175,0.0016923498114486187,0.004317016040288569,0.04833534612189931
Fibroblasts_tumorfront_aggregatedNeighbors.Tumor.proliferating,610.5,0.00865079365079365,0.30317578992469024,0.5306830973412511,0.5891727302252228
Fibroblasts_tumorfront_aggregatedNeighbors.Vessel,567.0,0.020079365079365086,0.44896943271133916,0.42392747849285317,0.7429848134249595
Fibroblasts_tumorfront_aggregatedNeighbors.Fibroblasts,549.5,0.027288359788359806,0.4126529205766666,0.3324057012785542,0.7003756627389354
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,630.0,0.0,1.0,1.0,1.0
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,647.5,-0.002777777777777778,0.3276682563819421,0.33814269473405,0.5891727302252228
Fibroblasts_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,630.0,0.0,1.0,1.0,1.0
Fibroblasts_tumorfront_aggregatedNeighbors.B.cells,630.0,0.0,1.0,1.0,1.0
Fibroblasts_tumorfront_aggregatedNeighbors.CD8.T.cells,717.5,-0.033174603174603176,0.051912687086792746,0.05282288876508811,0.33606603323463474
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,665.0,-0.005555555555555556,0.16171007567108284,0.16622459112835375,0.5418861177582686
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,647.5,-0.009027777777777779,0.3276682563819421,0.33814269473405,0.5891727302252228
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,612.0,0.002857142857142857,0.3139381343932999,0.32412658775761916,0.5891727302252228
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.DCs,630.0,0.0,1.0,1.0,1.0
Fibroblasts_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,630.0,0.0,1.0,1.0,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.Tumor.non.proliferating,630.0,0.0,1.0,1.0,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.Vessel,556.5,0.05080687830687833,0.2383787704965479,0.3464919926122282,0.5891727302252228
CD4 T cells naive_stromal_aggregatedNeighbors.Fibroblasts,609.5,0.01541666666666669,0.657635380987567,0.7883095675974783,0.9917565826183471
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.naive,782.0,-0.058783068783068784,0.007288076516574509,0.016734426183478302,0.10095335619255061
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.memory,835.5,-0.06063492063492064,0.0019062953357833578,0.001836026192871116,0.04833534612189931
CD4 T cells naive_stromal_aggregatedNeighbors.CD4.T.cells.regulatory,629.5,0.0001587301587301585,0.9841642577091284,1.0,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.B.cells,628.0,0.006031746031746032,0.6832168105094836,0.9655582011459708,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.CD8.T.cells,740.0,-0.0333399470899471,0.27473889852019473,0.1362192874418113,0.5891727302252228
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M1.macrophages,630.0,-0.0016666666666666687,0.8960376148656887,1.0,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.M2.macrophages,630.0,-0.0026984126984126986,0.669760579146208,1.0,0.9929158148625085
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.Granulocytes,659.5,-0.004880952380952378,0.7961428576485235,0.5432713747958958,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.DCs,630.0,0.0,1.0,1.0,1.0
CD4 T cells naive_stromal_aggregatedNeighbors.Myeloid.Monocytes,612.0,0.002857142857142857,0.3139381343932999,0.32412658775761916,0.5891727302252228
CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,481.5,0.07738095238095238,0.01898147151213396,0.009086431850000385,0.18001381261160807
CD4 T cells naive_tumorfront_aggregatedNeighbors.Tumor.proliferating,612.0,0.00248015873015873,0.840027803666981,0.6500040454991558,1.0
CD4 T cells naive_tumorfront_aggregatedNeighbors.Vessel,631.0,-0.009371693121693114,0.8059286550031004,0.9948215566240126,1.0
CD4 T cells naive_tumorfront_aggregatedNeighbors.Fibroblasts,481.5,0.07581349206349211,0.03467843331498043,0.05530437675418949,0.2646884502000547
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,752.5,-0.04011904761904762,0.013375950568917667,0.014997461655649498,0.14713545625809435
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,869.5,-0.08301587301587306,0.0005099472595791925,0.00038468701106317933,0.027245753583231145
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,665.0,-0.011111111111111112,0.16171007567108284,0.16622459112835375,0.5418861177582686
CD4 T cells naive_tumorfront_aggregatedNeighbors.B.cells,612.0,0.005714285714285714,0.3139381343932999,0.32412658775761916,0.5891727302252228
CD4 T cells naive_tumorfront_aggregatedNeighbors.CD8.T.cells,707.0,-0.004007936507936502,0.9079865973314172,0.2392857163875758,1.0
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,541.5,0.023650793650793644,0.21618910291911683,0.15464229831406578,0.5891727302252228
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,612.5,0.002116402116402103,0.866732162886918,0.7053758258986578,1.0
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,648.0,-0.011408730158730162,0.47908783093512586,0.6971329807838531,0.7858721437269169
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.DCs,594.0,0.008571428571428572,0.17288547664394202,0.1543247669616372,0.5418861177582686
CD4 T cells naive_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,610.5,0.009365079365079366,0.2918505920769609,0.5307114581081974,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.Tumor.non.proliferating,630.0,0.0,1.0,1.0,1.0
CD4 T cells memory_stromal_aggregatedNeighbors.Vessel,536.5,0.04936507936507935,0.23900330507480164,0.23412728251637382,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.Fibroblasts,547.5,0.0458994708994709,0.261549019008132,0.30222599296916175,0.5891727302252228
CD4 T cells memory_stromal_aggregatedNeighbors.CD4.T.cells.naive,734.5,-0.033174603174603176,0.02713856087090504,0.028977334807040234,0.2349212068812359
