,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
B cells_stromal_aggregatedNeighbors.Myeloid.Granulocytes,565.5,0.018750000000000003,0.051680569899679375,0.05442148641158968,
B cells_stromal_aggregatedNeighbors.Myeloid.DCs,624.0,0.0,,1.0,
B cells_stromal_aggregatedNeighbors.Myeloid.Monocytes,636.0,-0.0014423076923076933,0.8648471461333418,0.7029821260207871,
B cells_tumorfront_aggregatedNeighbors.Tumor.non.proliferating,683.0,-0.019604700854700875,0.5544442239277858,0.3657228637943146,
B cells_tumorfront_aggregatedNeighbors.Tumor.proliferating,624.0,0.0,,1.0,
B cells_tumorfront_aggregatedNeighbors.Vessel,612.5,-0.0014423076923076941,0.9572441748266577,0.8698860339017961,
B cells_tumorfront_aggregatedNeighbors.Fibroblasts,659.5,-0.014476495726495727,0.5104780829940304,0.5484305834249148,
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.naive,554.0,0.020038728632478638,0.2931841668734213,0.2019678070840666,
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.memory,650.0,-0.0016426282051282062,0.9196046687967245,0.639386566684607,
B cells_tumorfront_aggregatedNeighbors.CD4.T.cells.regulatory,624.0,0.0,,1.0,
B cells_tumorfront_aggregatedNeighbors.B.cells,603.5,-0.006510416666666664,0.8436401736734365,0.751807127237384,
B cells_tumorfront_aggregatedNeighbors.CD8.T.cells,626.0,-0.0031183226495726246,0.9247168724846275,0.9818611750826899,
B cells_tumorfront_aggregatedNeighbors.Myeloid.M1.macrophages,600.0,0.016185897435897437,0.2100484116840088,0.4359087718068526,
B cells_tumorfront_aggregatedNeighbors.Myeloid.M2.macrophages,624.0,0.0,,1.0,
B cells_tumorfront_aggregatedNeighbors.Myeloid.Granulocytes,604.5,0.0078125,0.27268637868955536,0.28207791905653623,
B cells_tumorfront_aggregatedNeighbors.Myeloid.DCs,624.0,0.0,,1.0,
B cells_tumorfront_aggregatedNeighbors.Myeloid.Monocytes,601.5,0.005028044871794872,0.5641245274399567,0.46573275180280926,
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.non.proliferating,641.5,-0.04250133547008561,0.6209234968950474,0.8405298855229419,
CD8 T cells_intratumor_aggregatedNeighbors.Tumor.proliferating,547.0,0.05568910256410256,0.14598401210244238,0.16004337085618037,
CD8 T cells_intratumor_aggregatedNeighbors.CD8.T.cells,743.0,-0.05528846153846156,0.06259510405429497,0.10937658903197872,
CD8 T cells_stromal_aggregatedNeighbors.Tumor.non.proliferating,640.0,-0.005128205128205128,0.36880093530570335,0.3802071371873732,
CD8 T cells_stromal_aggregatedNeighbors.Vessel,551.5,0.05637019230769233,0.1618651154313304,0.3465850967586078,
