,Statistic,meandifference higher-lower,p-value ttest,p-value mannwhitneyu,FDR-adjusted p-value
Myeloid M2 macrophages_tumorfront_eccentricity,715.0,-0.012925452431826634,0.7957040998167767,0.2954076162736089,0.9301146743327291
Myeloid Granulocytes_stromal_eccentricity,575.0,0.028357510752719195,0.5411488133536224,0.5750410304660283,0.8057859217740423
Myeloid Granulocytes_tumorfront_eccentricity,588.0,-0.019324926879602133,0.7630662160043238,0.6802025604474371,0.9301146743327291
Myeloid DCs_stromal_eccentricity,724.0,-0.001875685342181188,0.9757178758770506,0.24875758564669637,0.9757178758770506
Myeloid DCs_tumorfront_eccentricity,683.0,-0.0419840142151543,0.5725484724739225,0.4905299954471901,0.8057859217740423
Myeloid Monocytes_stromal_eccentricity,806.5,-0.012412717502911175,0.5759915730079264,0.035443408184844274,0.8057859217740423
Myeloid Monocytes_tumorfront_eccentricity,467.5,0.0373613625636382,0.2624522542814859,0.07142108315905056,0.6328568142102075
Tumor non-proliferating_tumorfront_celldistance,520.0,0.3912946390917167,0.2858147109984313,0.2316683468451184,0.6432590854699836
Tumor proliferating_tumorfront_celldistance,485.0,1.8146432450227081,0.16481709973796105,0.10941909096776062,0.527300201212551
Vessel_tumorfront_celldistance,553.0,0.4248041498494448,0.37734458763670886,0.4152349423635795,0.7546891752734177
Fibroblasts_tumorfront_celldistance,639.0,-0.3879520657258464,0.5825534789120927,0.8669249694030341,0.8057859217740423
CD4 T cells naive_tumorfront_celldistance,468.5,1.3855850064134527,0.09398311671059659,0.07325568798761592,0.40910297862259687
CD4 T cells memory_tumorfront_celldistance,639.5,0.10616592352020326,0.9043348517997123,0.862369764661438,0.9757178758770506
CD4 T cells regulatory_tumorfront_celldistance,751.0,-1.8396679920285086,0.20476278617666208,0.1385729183100749,0.5411587920383212
B cells_tumorfront_celldistance,599.0,0.3987648112742308,0.8044235021256035,0.770867742306651,0.9301146743327291
CD8 T cells_tumorfront_celldistance,511.0,1.0549687994692754,0.42808346289896004,0.19357030131542774,0.7777391080231155
Myeloid M1 macrophages_tumorfront_celldistance,502.0,1.3120717885688302,0.1363567942217528,0.16029357795454868,0.45865467147316846
Myeloid M2 macrophages_tumorfront_celldistance,458.0,1.7403020642646565,0.09241698032602216,0.05568936865358071,0.40910297862259687
Myeloid Granulocytes_tumorfront_celldistance,454.0,2.6282234050911812,0.053946793867316295,0.04906268598596999,0.3326718955151171
Myeloid DCs_tumorfront_celldistance,548.0,0.9385237772020076,0.43090950579659104,0.3735605167414473,0.7777391080231155
Myeloid Monocytes_tumorfront_celldistance,348.5,2.4048223159057107,0.003547097892840664,0.0014829653206670174,0.052497048814041825
